OrderItemID,OrderID,MenuID,Quantity
OI003678,O016804,M209,3
OI003679,O011857,M057,2
OI003680,O017113,M087,1
OI003681,O000780,M123,3
OI003682,O002526,M188,2
OI003683,O016141,M181,1
OI003684,O019927,M125,3
OI003685,O005185,M098,3
OI003686,O019308,M218,1
OI003687,O013260,M010,2
OI003688,O010720,M133,2
OI003689,O012916,M244,3
OI003690,O010253,M080,3
OI003691,O017532,M052,3
OI003692,O019416,M049,1
OI003693,O017087,M113,2
OI003694,O008113,M224,3
OI003695,O008975,M040,3
OI003696,O005745,M094,3
OI003697,O011301,M192,3
OI003698,O019743,M063,1
OI003699,O019657,M030,1
OI003700,O016348,M113,3
OI003701,O013551,M161,1
OI003702,O001891,M033,1
OI003703,O015668,M175,3
OI003704,O006249,M193,3
OI003705,O017205,M019,3
OI003706,O016152,M172,1
OI003707,O006098,M244,1
OI003708,O011770,M115,1
OI003709,O001026,M159,1
OI003710,O012536,M235,2
OI003711,O015557,M169,2
OI003712,O015173,M141,3
OI003713,O014507,M149,2
OI003714,O000435,M054,2
OI003715,O005254,M151,3
OI003716,O017454,M031,3
OI003717,O006408,M039,3
OI003718,O010421,M185,1
OI003719,O001608,M069,2
OI003720,O003005,M091,3
OI003721,O017385,M030,1
OI003722,O003762,M075,3
OI003723,O003063,M243,2
OI003724,O017860,M085,3
OI003725,O006641,M221,2
OI003726,O001396,M089,3
OI003727,O016622,M181,3
OI003728,O016318,M101,1
OI003729,O014678,M149,2
OI003730,O001316,M236,3
OI003731,O019753,M129,2
OI003732,O019396,M041,1
OI003733,O015660,M184,2
OI003734,O000640,M125,1
OI003735,O000993,M182,2
OI003736,O017891,M123,2
OI003737,O011790,M056,2
OI003738,O016579,M013,1
OI003739,O000381,M107,2
OI003740,O005806,M034,1
OI003741,O008094,M027,3
OI003742,O015947,M193,3
OI003743,O000290,M224,3
OI003744,O009904,M235,3
OI003745,O003455,M031,2
OI003746,O002350,M006,3
OI003747,O016201,M043,1
OI003748,O017258,M030,3
OI003749,O003358,M242,3
OI003750,O009245,M157,2
OI003751,O006420,M143,1
OI003752,O007261,M105,2
OI003753,O011069,M091,3
OI003754,O000615,M037,1
OI003755,O010889,M094,3
OI003756,O016105,M237,3
OI003757,O007150,M249,3
OI003758,O000042,M181,2
OI003759,O002519,M167,2
OI003760,O003837,M128,1
OI003761,O003280,M094,1
OI003762,O008942,M034,3
OI003763,O019503,M038,3
OI003764,O013321,M058,2
OI003765,O019601,M055,2
OI003766,O018501,M224,1
OI003767,O008939,M095,3
OI003768,O000272,M094,2
OI003769,O003360,M002,3
OI003770,O002377,M101,3
OI003771,O008869,M060,3
OI003772,O018640,M003,1
OI003773,O000811,M005,2
OI003774,O016235,M213,1
OI003775,O013108,M166,2
OI003776,O003576,M128,1
OI003777,O005150,M098,1
OI003778,O003964,M246,2
OI003779,O005283,M207,1
OI003780,O017009,M153,2
OI003781,O002419,M136,1
OI003782,O012314,M151,2
OI003783,O016185,M201,3
OI003784,O011693,M108,2
OI003785,O003705,M098,2
OI003786,O014170,M219,1
OI003787,O011675,M108,2
OI003788,O016035,M176,3
OI003789,O005256,M057,3
OI003790,O003550,M071,3
OI003791,O003557,M235,1
OI003792,O018356,M022,2
OI003793,O007893,M223,3
OI003794,O000904,M030,3
OI003795,O011593,M169,3
OI003796,O013704,M221,3
OI003797,O003311,M062,3
OI003798,O004396,M069,2
OI003799,O018054,M047,3
OI003800,O008987,M047,3
OI003801,O015160,M076,3
OI003802,O017608,M187,2
OI003803,O010760,M064,2
OI003804,O011567,M200,1
OI003805,O014544,M061,3
OI003806,O004663,M138,3
OI003807,O004986,M079,2
OI003808,O000360,M183,2
OI003809,O004165,M072,3
OI003810,O001706,M076,3
OI003811,O011021,M023,1
OI003812,O018163,M188,1
OI003813,O013205,M196,1
OI003814,O002808,M246,3
OI003815,O015204,M018,3
OI003816,O012186,M113,2
OI003817,O002707,M037,3
OI003818,O015853,M142,3
OI003819,O000979,M241,1
OI003820,O008516,M051,2
OI003821,O010175,M158,3
OI003822,O008871,M071,2
OI003823,O015821,M053,1
OI003824,O016214,M082,2
OI003825,O008150,M140,2
OI003826,O008778,M218,3
OI003827,O003792,M118,1
OI003828,O015504,M194,3
OI003829,O006920,M067,2
OI003830,O002717,M095,1
OI003831,O015841,M171,2
OI003832,O009993,M202,3
OI003833,O001155,M155,3
OI003834,O000402,M021,3
OI003835,O006399,M113,2
OI003836,O010654,M149,2
OI003837,O004116,M178,1
OI003838,O000432,M080,1
OI003839,O009579,M209,2
OI003840,O015483,M041,1
OI003841,O014119,M063,1
OI003842,O014600,M140,1
OI003843,O004469,M033,2
OI003844,O007843,M046,3
OI003845,O002520,M011,3
OI003846,O018142,M153,1
OI003847,O006473,M249,1
OI003848,O018354,M071,1
OI003849,O006631,M188,2
OI003850,O018183,M060,2
OI003851,O011858,M031,1
OI003852,O015974,M097,2
OI003853,O012289,M222,2
OI003854,O013293,M120,1
OI003855,O009374,M158,3
OI003856,O003921,M233,1
OI003857,O005629,M205,3
OI003858,O008937,M022,1
OI003859,O009760,M087,2
OI003860,O008386,M059,2
OI003861,O005613,M091,2
OI003862,O006739,M157,1
OI003863,O004156,M208,2
OI003864,O018021,M208,3
OI003865,O019279,M182,3
OI003866,O000576,M242,2
OI003867,O002917,M168,2
OI003868,O014368,M012,3
OI003869,O005484,M085,1
OI003870,O002441,M072,2
OI003871,O009240,M194,3
OI003872,O014083,M012,1
OI003873,O014614,M020,3
OI003874,O019079,M194,3
OI003875,O012059,M132,1
OI003876,O010718,M203,3
OI003877,O007426,M214,3
OI003878,O016972,M221,1
OI003879,O011738,M213,2
OI003880,O017642,M171,3
OI003881,O015218,M035,1
OI003882,O007561,M061,1
OI003883,O009314,M128,2
OI003884,O005051,M039,2
OI003885,O000792,M004,2
OI003886,O009524,M157,1
OI003887,O003622,M062,2
OI003888,O010108,M055,1
OI003889,O019482,M162,3
OI003890,O002170,M132,3
OI003891,O015326,M010,1
OI003892,O008286,M206,2
OI003893,O005322,M105,1
OI003894,O001434,M144,1
OI003895,O019006,M155,2
OI003896,O005380,M010,3
OI003897,O009139,M043,1
OI003898,O006789,M146,2
OI003899,O007199,M241,3
OI003900,O005701,M202,3
OI003901,O006553,M154,2
OI003902,O017484,M237,3
OI003903,O004301,M208,3
OI003904,O004474,M217,3
OI003905,O007125,M103,1
OI003906,O016988,M148,1
OI003907,O014448,M124,3
OI003908,O007649,M207,3
OI003909,O015196,M195,2
OI003910,O019975,M169,1
OI003911,O011932,M249,2
OI003912,O016832,M039,2
OI003913,O014146,M147,3
OI003914,O006383,M159,3
OI003915,O015427,M249,3
OI003916,O014138,M018,1
OI003917,O010284,M213,3
OI003918,O008750,M169,2
OI003919,O003889,M017,1
OI003920,O008333,M131,3
OI003921,O011833,M023,2
OI003922,O019660,M074,2
OI003923,O005780,M203,2
OI003924,O014131,M015,1
OI003925,O002181,M061,1
OI003926,O011622,M037,3
OI003927,O011909,M188,3
OI003928,O002649,M120,3
OI003929,O006875,M037,2
OI003930,O014193,M244,3
OI003931,O011314,M144,3
OI003932,O004439,M048,2
OI003933,O019414,M210,3
OI003934,O012757,M060,2
OI003935,O003671,M096,2
OI003936,O002908,M243,1
OI003937,O015503,M205,3
OI003938,O018521,M193,1
OI003939,O006569,M177,2
OI003940,O002848,M235,1
OI003941,O007990,M188,1
OI003942,O017428,M079,2
OI003943,O017935,M079,1
OI003944,O019717,M238,2
OI003945,O017932,M015,2
OI003946,O016000,M131,1
OI003947,O005840,M152,2
OI003948,O007755,M225,3
OI003949,O000082,M113,3
OI003950,O011560,M056,3
OI003951,O016420,M239,3
OI003952,O017219,M103,3
OI003953,O009032,M055,2
OI003954,O007462,M044,1
OI003955,O016232,M069,2
OI003956,O018448,M058,3
OI003957,O007347,M070,3
OI003958,O009285,M012,2
OI003959,O006361,M188,3
OI003960,O017250,M218,2
OI003961,O011679,M037,3
OI003962,O016985,M071,2
OI003963,O006265,M118,1
OI003964,O001220,M247,2
OI003965,O016124,M042,3
OI003966,O011816,M133,3
OI003967,O010148,M160,3
OI003968,O005423,M080,3
OI003969,O015227,M107,2
OI003970,O017673,M168,2
OI003971,O018848,M241,3
OI003972,O015080,M014,1
OI003973,O013910,M188,1
OI003974,O004253,M076,3
OI003975,O002812,M022,3
OI003976,O007976,M029,1
OI003977,O011983,M018,3
OI003978,O006991,M074,1
OI003979,O012552,M136,2
OI003980,O013199,M181,3
OI003981,O009301,M127,1
OI003982,O016818,M185,1
OI003983,O010240,M127,2
OI003984,O003676,M200,3
OI003985,O008663,M156,1
OI003986,O001703,M051,3
OI003987,O018752,M230,3
OI003988,O006943,M128,1
OI003989,O003503,M083,2
OI003990,O007872,M108,3
OI003991,O016382,M175,1
OI003992,O011433,M022,1
OI003993,O002311,M212,3
OI003994,O012708,M163,1
OI003995,O002889,M065,2
OI003996,O014144,M145,3
OI003997,O011433,M229,1
OI003998,O003516,M235,2
OI003999,O004415,M199,1
OI004000,O019901,M241,2
OI004001,O017549,M150,1
OI004002,O004591,M073,2
OI004003,O000978,M194,2
OI004004,O014693,M091,1
OI004005,O010368,M246,2
OI004006,O016779,M183,2
OI004007,O000844,M055,3
OI004008,O000937,M147,2
OI004009,O001990,M232,3
OI004010,O008621,M172,1
OI004011,O012134,M205,2
OI004012,O015758,M223,3
OI004013,O003290,M042,1
OI004014,O019343,M202,2
OI004015,O019065,M228,2
OI004016,O005941,M026,1
OI004017,O016453,M142,2
OI004018,O008586,M211,1
OI004019,O014637,M069,1
OI004020,O009544,M065,3
OI004021,O018470,M119,1
OI004022,O015331,M096,1
OI004023,O015378,M214,2
OI004024,O003522,M094,2
OI004025,O017940,M200,2
OI004026,O004213,M185,1
OI004027,O011058,M042,1
OI004028,O011015,M096,2
OI004029,O003427,M144,2
OI004030,O019396,M066,3
OI004031,O007881,M042,3
OI004032,O006243,M207,3
OI004033,O003508,M064,3
OI004034,O008851,M130,2
OI004035,O013898,M026,1
OI004036,O015387,M074,2
OI004037,O007582,M226,2
OI004038,O015078,M246,1
OI004039,O005382,M155,2
OI004040,O008121,M015,1
OI004041,O015727,M210,1
OI004042,O008019,M133,2
OI004043,O004124,M038,3
OI004044,O010382,M085,3
OI004045,O014554,M023,3
OI004046,O010594,M076,1
OI004047,O018314,M227,1
OI004048,O003339,M188,3
OI004049,O013647,M208,2
OI004050,O010280,M042,1
OI004051,O004541,M096,1
OI004052,O003783,M192,2
OI004053,O007934,M185,3
OI004054,O010061,M088,3
OI004055,O012120,M197,2
OI004056,O001908,M250,1
OI004057,O010195,M048,1
OI004058,O003801,M064,2
OI004059,O007896,M176,3
OI004060,O010436,M225,3
OI004061,O016127,M247,1
OI004062,O017397,M135,1
OI004063,O017949,M205,3
OI004064,O016166,M056,3
OI004065,O017463,M181,3
OI004066,O002635,M157,3
OI004067,O007145,M155,1
OI004068,O005756,M043,2
OI004069,O006976,M088,1
OI004070,O004310,M020,1
OI004071,O014951,M117,2
OI004072,O001225,M142,1
OI004073,O002953,M243,2
OI004074,O015039,M008,1
OI004075,O017464,M038,3
OI004076,O014291,M099,1
OI004077,O004335,M073,1
OI004078,O006265,M106,1
OI004079,O002359,M048,3
OI004080,O003304,M032,3
OI004081,O003409,M126,2
OI004082,O007777,M105,3
OI004083,O018479,M088,3
OI004084,O009775,M066,1
OI004085,O002929,M011,2
OI004086,O002646,M219,2
OI004087,O002059,M113,1
OI004088,O004353,M117,1
OI004089,O008502,M043,1
OI004090,O015658,M143,1
OI004091,O017163,M026,2
OI004092,O009780,M208,3
OI004093,O000302,M164,1
OI004094,O012503,M138,1
OI004095,O013018,M239,1
OI004096,O019768,M035,2
OI004097,O006382,M162,1
OI004098,O011289,M243,2
OI004099,O007062,M246,1
OI004100,O007345,M167,1
OI004101,O008533,M215,2
OI004102,O012741,M068,2
OI004103,O000657,M230,1
OI004104,O011585,M100,1
OI004105,O016118,M176,3
OI004106,O012240,M102,2
OI004107,O008772,M141,3
OI004108,O000204,M242,2
OI004109,O005740,M141,2
OI004110,O013318,M170,3
OI004111,O006583,M231,1
OI004112,O004187,M089,2
OI004113,O001815,M209,1
OI004114,O017614,M240,1
OI004115,O000802,M206,1
OI004116,O017929,M017,2
OI004117,O006858,M136,3
OI004118,O017417,M107,2
OI004119,O015050,M190,2
OI004120,O006336,M145,3
OI004121,O008562,M035,2
OI004122,O007250,M093,1
OI004123,O014396,M012,1
OI004124,O007614,M103,1
OI004125,O018471,M140,3
OI004126,O001543,M201,3
OI004127,O019532,M137,3
OI004128,O010224,M048,3
OI004129,O004658,M248,1
OI004130,O006983,M145,2
OI004131,O014295,M045,1
OI004132,O013034,M086,2
OI004133,O003692,M137,1
OI004134,O007126,M110,1
OI004135,O007648,M216,3
OI004136,O016666,M176,1
OI004137,O010636,M123,1
OI004138,O010496,M150,2
OI004139,O010387,M196,2
OI004140,O007972,M179,1
OI004141,O013073,M175,2
OI004142,O011070,M070,3
OI004143,O010139,M168,2
OI004144,O016943,M227,2
OI004145,O010322,M009,1
OI004146,O019966,M165,3
OI004147,O016425,M100,2
OI004148,O017687,M129,3
OI004149,O007040,M134,3
OI004150,O008057,M155,3
OI004151,O004692,M031,3
OI004152,O011473,M112,2
OI004153,O011663,M137,1
OI004154,O018222,M004,3
OI004155,O016793,M027,3
OI004156,O018975,M033,1
OI004157,O003018,M023,3
OI004158,O007444,M033,2
OI004159,O001092,M161,2
OI004160,O019400,M186,1
OI004161,O012861,M111,2
OI004162,O007752,M045,3
OI004163,O019825,M117,1
OI004164,O005088,M051,1
OI004165,O001162,M012,3
OI004166,O000418,M057,3
OI004167,O003325,M049,3
OI004168,O013645,M114,3
OI004169,O004469,M205,2
OI004170,O010971,M206,2
OI004171,O000284,M207,1
OI004172,O002899,M180,3
OI004173,O012311,M048,3
OI004174,O009770,M124,3
OI004175,O009327,M210,3
OI004176,O012317,M025,1
OI004177,O015403,M243,2
OI004178,O009471,M196,2
OI004179,O006620,M130,2
OI004180,O016702,M242,3
OI004181,O001860,M088,1
OI004182,O017532,M173,2
OI004183,O014434,M055,3
OI004184,O009987,M137,3
OI004185,O001491,M040,3
OI004186,O019294,M222,3
OI004187,O012471,M023,2
OI004188,O000656,M014,3
OI004189,O010361,M130,3
OI004190,O011414,M226,1
OI004191,O002101,M003,1
OI004192,O001096,M075,3
OI004193,O010567,M085,2
OI004194,O003459,M147,3
OI004195,O016001,M224,2
OI004196,O011821,M217,2
OI004197,O003746,M140,3
OI004198,O017478,M076,2
OI004199,O015665,M207,2
OI004200,O019692,M248,1
OI004201,O018415,M155,1
OI004202,O001508,M073,1
OI004203,O000062,M162,2
OI004204,O017524,M095,2
OI004205,O018147,M027,2
OI004206,O008761,M224,3
OI004207,O000501,M186,3
OI004208,O007129,M175,1
OI004209,O008074,M229,1
OI004210,O005801,M040,2
OI004211,O004776,M197,1
OI004212,O004609,M005,2
OI004213,O002800,M131,1
OI004214,O017850,M146,1
OI004215,O018854,M191,1
OI004216,O012972,M013,2
OI004217,O012864,M018,3
OI004218,O011698,M126,2
OI004219,O014034,M018,3
OI004220,O019439,M123,1
OI004221,O010358,M077,3
OI004222,O012597,M071,3
OI004223,O010916,M138,2
OI004224,O009501,M079,2
OI004225,O013831,M070,2
OI004226,O014632,M101,1
OI004227,O013114,M124,2
OI004228,O009476,M228,3
OI004229,O002579,M184,2
OI004230,O012920,M191,2
OI004231,O015582,M119,3
OI004232,O000842,M142,3
OI004233,O014426,M206,2
OI004234,O018174,M224,2
OI004235,O014207,M154,2
OI004236,O005086,M006,2
OI004237,O016341,M137,3
OI004238,O012550,M140,2
OI004239,O009140,M228,3
OI004240,O017876,M069,1
OI004241,O017273,M215,3
OI004242,O013350,M131,1
OI004243,O008241,M028,1
OI004244,O004666,M103,2
OI004245,O010481,M124,1
OI004246,O000592,M080,1
OI004247,O015803,M129,1
OI004248,O001192,M034,2
OI004249,O018768,M190,2
OI004250,O014987,M020,3
OI004251,O014778,M244,2
OI004252,O017798,M093,3
OI004253,O010882,M160,2
OI004254,O002134,M198,3
OI004255,O000289,M108,2
OI004256,O003659,M084,3
OI004257,O004318,M180,2
OI004258,O015822,M124,2
OI004259,O007352,M150,1
OI004260,O008641,M073,2
OI004261,O005390,M086,2
OI004262,O000687,M151,3
OI004263,O005905,M055,3
OI004264,O014068,M144,2
OI004265,O011484,M201,1
OI004266,O011585,M057,3
OI004267,O015142,M017,2
OI004268,O011092,M062,3
OI004269,O015467,M036,1
OI004270,O002922,M250,3
OI004271,O006458,M110,2
OI004272,O016920,M008,1
OI004273,O008388,M081,1
OI004274,O013439,M030,2
OI004275,O014435,M028,3
OI004276,O010839,M084,1
OI004277,O012423,M230,1
OI004278,O009662,M126,1
OI004279,O002980,M111,3
OI004280,O013639,M177,2
OI004281,O007521,M074,2
OI004282,O011204,M173,3
OI004283,O001892,M188,2
OI004284,O010544,M231,1
OI004285,O005817,M162,1
OI004286,O012343,M058,3
OI004287,O019428,M002,3
OI004288,O012891,M135,2
OI004289,O013761,M002,2
OI004290,O007173,M243,1
OI004291,O002674,M162,3
OI004292,O014596,M035,1
OI004293,O005907,M045,3
OI004294,O014404,M190,3
OI004295,O011855,M027,2
OI004296,O018173,M205,3
OI004297,O011908,M070,1
OI004298,O015297,M172,3
OI004299,O019202,M128,3
OI004300,O006822,M046,2
OI004301,O010370,M118,1
OI004302,O010219,M102,3
OI004303,O007586,M021,3
OI004304,O001402,M125,3
OI004305,O000701,M078,2
OI004306,O013960,M082,2
OI004307,O013209,M188,1
OI004308,O015686,M047,1
OI004309,O009741,M127,1
OI004310,O012355,M040,2
OI004311,O016998,M026,2
OI004312,O014837,M178,3
OI004313,O018079,M104,2
OI004314,O006306,M008,2
OI004315,O018930,M171,2
OI004316,O011708,M053,3
OI004317,O006488,M077,2
OI004318,O013995,M060,2
OI004319,O009264,M105,1
OI004320,O019832,M046,1
OI004321,O007543,M023,2
OI004322,O007434,M007,3
OI004323,O013301,M092,1
OI004324,O009720,M122,2
OI004325,O000155,M127,2
OI004326,O015343,M070,3
OI004327,O016067,M247,1
OI004328,O003922,M233,2
OI004329,O003283,M237,2
OI004330,O011114,M113,3
OI004331,O008476,M123,1
OI004332,O018539,M212,2
OI004333,O018457,M012,1
OI004334,O007364,M007,3
OI004335,O016021,M131,1
OI004336,O018733,M002,3
OI004337,O001378,M004,1
OI004338,O012478,M088,3
OI004339,O012542,M247,3
OI004340,O018447,M090,3
OI004341,O016949,M221,3
OI004342,O008085,M123,2
OI004343,O018441,M093,3
OI004344,O017763,M189,2
OI004345,O015544,M129,3
OI004346,O018288,M017,2
OI004347,O002577,M108,2
OI004348,O014828,M185,2
OI004349,O011825,M243,1
OI004350,O018444,M238,3
OI004351,O009029,M220,1
OI004352,O010921,M081,2
OI004353,O012384,M032,1
OI004354,O000924,M021,1
OI004355,O011454,M193,3
OI004356,O001040,M137,2
OI004357,O007638,M170,2
OI004358,O015440,M033,2
OI004359,O017639,M099,2
OI004360,O010257,M124,2
OI004361,O014349,M149,1
OI004362,O011444,M186,3
OI004363,O013437,M217,2
OI004364,O011642,M204,1
OI004365,O004119,M181,1
OI004366,O018276,M190,1
OI004367,O002125,M219,3
OI004368,O016761,M097,2
OI004369,O014432,M026,3
OI004370,O003620,M038,3
OI004371,O002361,M010,2
OI004372,O007905,M107,3
OI004373,O009624,M069,1
OI004374,O006038,M209,1
OI004375,O013908,M140,1
OI004376,O002268,M175,3
OI004377,O009303,M130,3
OI004378,O015297,M130,3
OI004379,O003823,M044,1
OI004380,O014052,M169,3
OI004381,O005694,M090,1
OI004382,O012582,M224,3
OI004383,O015259,M103,1
OI004384,O000692,M154,3
OI004385,O006089,M211,1
OI004386,O013183,M148,3
OI004387,O012993,M240,1
OI004388,O007518,M223,2
OI004389,O013532,M242,1
OI004390,O017167,M042,1
OI004391,O004826,M215,3
OI004392,O000261,M107,2
OI004393,O013039,M078,2
OI004394,O011415,M088,2
OI004395,O017146,M187,2
OI004396,O005550,M244,1
OI004397,O016698,M135,3
OI004398,O019168,M195,2
OI004399,O004945,M034,2
OI004400,O011791,M011,1
OI004401,O005573,M129,1
OI004402,O005793,M027,1
OI004403,O002650,M169,3
OI004404,O007302,M002,2
OI004405,O010130,M133,3
OI004406,O016258,M136,3
OI004407,O002280,M010,1
OI004408,O007345,M041,3
OI004409,O014578,M045,3
OI004410,O017919,M164,3
OI004411,O003365,M232,3
OI004412,O013213,M153,2
OI004413,O014869,M239,3
OI004414,O000506,M243,3
OI004415,O005855,M181,3
OI004416,O001832,M177,2
OI004417,O012167,M015,2
OI004418,O017690,M047,2
OI004419,O009710,M148,3
OI004420,O010419,M226,2
OI004421,O006732,M113,3
OI004422,O012578,M150,3
OI004423,O007538,M062,3
OI004424,O015852,M180,3
OI004425,O003625,M010,1
OI004426,O011142,M189,1
OI004427,O012549,M089,2
OI004428,O002922,M062,1
OI004429,O005167,M070,2
OI004430,O018079,M123,2
OI004431,O000077,M112,1
OI004432,O001248,M072,2
OI004433,O008808,M138,3
OI004434,O008710,M042,1
OI004435,O002840,M126,2
OI004436,O017080,M198,1
OI004437,O014630,M202,3
OI004438,O007583,M143,2
OI004439,O002639,M033,3
OI004440,O014712,M242,3
OI004441,O019011,M080,1
OI004442,O002606,M032,1
OI004443,O010229,M204,2
OI004444,O007483,M005,3
OI004445,O007586,M201,2
OI004446,O002416,M108,2
OI004447,O013207,M049,2
OI004448,O015214,M035,1
OI004449,O010170,M160,1
OI004450,O019885,M145,1
OI004451,O003608,M230,1
OI004452,O007506,M189,3
OI004453,O010338,M177,3
OI004454,O017412,M134,3
OI004455,O005321,M126,3
OI004456,O002101,M085,1
OI004457,O015051,M136,1
OI004458,O003892,M096,1
OI004459,O018780,M073,3
OI004460,O011884,M150,1
OI004461,O014110,M219,2
OI004462,O017605,M198,1
OI004463,O003156,M247,3
OI004464,O005916,M195,2
OI004465,O005251,M040,2
OI004466,O012306,M046,2
OI004467,O010535,M231,2
OI004468,O006715,M058,2
OI004469,O009402,M125,1
OI004470,O008697,M160,3
OI004471,O000555,M177,3
OI004472,O005102,M160,3
OI004473,O007524,M169,3
OI004474,O018496,M136,2
OI004475,O003266,M113,2
OI004476,O012624,M215,1
OI004477,O001856,M101,3
OI004478,O003871,M028,1
OI004479,O000890,M124,3
OI004480,O006608,M224,1
OI004481,O011294,M234,1
OI004482,O009360,M194,1
OI004483,O012106,M206,1
OI004484,O013022,M142,3
OI004485,O002865,M101,2
OI004486,O004025,M025,1
OI004487,O019379,M124,1
OI004488,O017880,M226,3
OI004489,O012319,M246,3
OI004490,O011670,M061,1
OI004491,O011715,M012,1
OI004492,O015288,M116,2
OI004493,O014467,M125,3
OI004494,O009072,M206,1
OI004495,O019924,M130,3
OI004496,O017975,M005,2
OI004497,O017211,M085,3
OI004498,O007135,M085,1
OI004499,O008660,M075,3
OI004500,O007005,M022,3
OI004501,O014254,M062,2
OI004502,O005404,M207,2
OI004503,O013670,M150,2
OI004504,O003448,M077,3
OI004505,O001711,M038,1
OI004506,O013465,M096,1
OI004507,O002841,M083,2
OI004508,O002490,M184,2
OI004509,O006747,M083,1
OI004510,O003836,M080,3
OI004511,O004049,M112,1
OI004512,O004885,M027,2
OI004513,O001196,M179,3
OI004514,O008720,M158,2
OI004515,O007966,M155,1
OI004516,O015693,M196,1
OI004517,O010149,M117,3
OI004518,O016120,M070,3
OI004519,O000933,M013,1
OI004520,O014998,M210,1
OI004521,O005476,M117,2
OI004522,O002121,M061,3
OI004523,O017578,M074,1
OI004524,O013024,M126,2
OI004525,O019798,M060,3
OI004526,O005227,M203,2
OI004527,O015241,M235,2
OI004528,O010590,M065,2
OI004529,O014831,M019,2
OI004530,O019995,M051,2
OI004531,O000103,M123,1
OI004532,O003834,M198,3
OI004533,O006879,M226,2
OI004534,O010353,M149,3
OI004535,O019285,M163,3
OI004536,O007342,M025,1
OI004537,O001425,M187,1
OI004538,O019692,M214,2
OI004539,O008657,M077,2
OI004540,O009540,M073,2
OI004541,O017180,M038,3
OI004542,O002472,M033,2
OI004543,O005117,M237,3
OI004544,O014087,M113,2
OI004545,O016548,M245,1
OI004546,O013305,M104,1
OI004547,O018139,M190,3
OI004548,O004429,M208,1
OI004549,O013401,M248,2
OI004550,O012062,M113,3
OI004551,O019750,M186,3
OI004552,O015031,M102,2
OI004553,O004967,M153,2
OI004554,O018993,M208,1
OI004555,O011062,M250,3
OI004556,O014870,M093,3
OI004557,O011054,M133,2
OI004558,O005839,M192,3
OI004559,O011303,M033,3
OI004560,O015762,M057,3
OI004561,O005806,M215,1
OI004562,O000997,M034,3
OI004563,O012066,M021,1
OI004564,O016904,M132,2
OI004565,O000935,M030,1
OI004566,O000114,M191,2
OI004567,O003949,M126,2
OI004568,O004333,M040,1
OI004569,O014651,M055,2
OI004570,O012785,M074,1
OI004571,O002369,M171,2
OI004572,O015489,M066,3
OI004573,O006474,M145,3
OI004574,O000342,M193,1
OI004575,O004760,M116,2
OI004576,O019843,M134,3
OI004577,O004821,M011,3
OI004578,O002443,M022,2
OI004579,O009562,M061,2
OI004580,O008145,M098,2
OI004581,O010181,M004,3
OI004582,O002762,M052,1
OI004583,O005565,M195,1
OI004584,O009802,M009,2
OI004585,O014290,M173,1
OI004586,O018680,M026,3
OI004587,O003618,M114,1
OI004588,O007919,M175,2
OI004589,O014995,M162,2
OI004590,O004900,M050,1
OI004591,O009784,M021,1
OI004592,O014524,M220,2
OI004593,O001042,M220,2
OI004594,O019883,M233,1
OI004595,O015887,M187,2
OI004596,O018309,M106,3
OI004597,O012683,M115,2
OI004598,O005948,M068,1
OI004599,O006014,M078,2
OI004600,O011026,M228,3
OI004601,O019946,M209,1
OI004602,O016484,M174,1
OI004603,O000750,M202,2
OI004604,O007234,M004,1
OI004605,O004251,M129,3
OI004606,O008982,M121,3
OI004607,O010280,M148,1
OI004608,O013165,M209,1
OI004609,O016136,M099,2
OI004610,O004162,M145,1
OI004611,O017807,M017,1
OI004612,O003401,M247,2
OI004613,O002477,M115,3
OI004614,O007847,M216,2
OI004615,O002050,M169,3
OI004616,O010683,M135,2
OI004617,O008976,M115,1
OI004618,O002496,M101,2
OI004619,O010559,M240,1
OI004620,O004259,M230,1
OI004621,O019398,M125,3
OI004622,O007221,M170,3
OI004623,O010618,M159,2
OI004624,O015882,M100,1
OI004625,O009541,M024,1
OI004626,O009623,M246,3
OI004627,O001826,M063,3
OI004628,O008437,M112,1
OI004629,O009669,M068,3
OI004630,O015053,M097,1
OI004631,O002971,M040,1
OI004632,O007514,M034,2
OI004633,O004074,M058,1
OI004634,O016125,M091,1
OI004635,O017141,M097,2
OI004636,O009344,M027,3
OI004637,O002636,M133,1
OI004638,O007042,M023,1
OI004639,O009524,M197,2
OI004640,O011887,M084,3
OI004641,O013750,M124,2
OI004642,O000141,M066,3
OI004643,O010436,M117,2
OI004644,O010629,M069,1
OI004645,O009867,M103,3
OI004646,O006852,M098,1
OI004647,O001924,M136,2
OI004648,O019411,M069,2
OI004649,O003269,M197,3
OI004650,O016118,M202,2
OI004651,O007863,M069,1
OI004652,O006411,M185,2
OI004653,O012544,M217,3
OI004654,O012204,M167,3
OI004655,O010949,M031,2
OI004656,O012154,M099,1
OI004657,O019122,M250,1
OI004658,O013233,M250,1
OI004659,O016232,M091,1
OI004660,O002439,M023,3
OI004661,O008040,M168,3
OI004662,O012052,M161,2
OI004663,O009652,M140,1
OI004664,O011827,M194,2
OI004665,O005244,M127,2
OI004666,O012540,M223,3
OI004667,O011136,M158,3
OI004668,O005001,M034,3
OI004669,O004801,M035,1
OI004670,O003106,M157,1
OI004671,O018810,M073,2
OI004672,O000956,M151,2
OI004673,O015592,M171,2
OI004674,O016857,M121,1
OI004675,O012706,M058,2
