InventoryID,KitchenID,Ingredient,StockQty,WasteQty,ReorderLevel
I00801,K015,Oil,448,16,96
I00802,K029,Rice,374,9,39
I00803,K039,Flour,67,9,99
I00804,K022,Flour,475,3,46
I00805,K039,Rice,359,5,148
I00806,K043,Flour,205,23,98
I00807,K039,Spices,468,18,102
I00808,K024,Cheese,188,13,145
I00809,K049,Paneer,68,2,62
I00810,K017,Flour,93,18,93
I00811,K002,Rice,184,0,127
I00812,K047,Flour,385,10,58
I00813,K048,Flour,202,5,121
I00814,K004,Tomato,335,12,123
I00815,K019,Flour,244,18,106
I00816,K017,Tomato,386,12,80
I00817,K042,Oil,249,17,54
I00818,K031,Cheese,336,20,103
I00819,K039,Oil,297,1,100
I00820,K034,Milk,321,0,48
I00821,K040,Tomato,315,12,80
I00822,K043,Rice,374,8,112
I00823,K001,Onion,31,4,109
I00824,K039,Onion,445,25,48
I00825,K019,Cheese,373,0,150
I00826,K034,Oil,454,20,48
I00827,K011,Onion,152,17,61
I00828,K041,Cheese,47,25,122
I00829,K001,Spices,335,19,84
I00830,K002,Tomato,161,11,72
I00831,K031,Oil,309,17,110
I00832,K032,Oil,49,25,46
I00833,K047,Milk,376,16,103
I00834,K027,Flour,35,20,102
I00835,K019,Tomato,387,13,121
I00836,K044,Chicken,255,14,82
I00837,K026,Rice,402,15,113
I00838,K028,Cheese,197,14,118
I00839,K009,Spices,499,18,65
I00840,K040,Paneer,285,15,119
I00841,K009,Cheese,128,22,116
I00842,K012,Spices,218,15,126
I00843,K003,Chicken,215,18,37
I00844,K018,Rice,63,12,52
I00845,K015,Oil,298,23,75
I00846,K012,Milk,161,16,107
I00847,K040,Rice,151,23,123
I00848,K003,Milk,428,7,80
I00849,K014,Chicken,353,9,129
I00850,K009,Chicken,56,22,60
I00851,K031,Onion,145,18,132
I00852,K014,Milk,269,10,95
I00853,K025,Cheese,229,0,85
I00854,K015,Onion,360,20,68
I00855,K004,Flour,412,15,49
I00856,K050,Paneer,435,17,72
I00857,K036,Cheese,200,16,56
I00858,K028,Onion,104,15,130
I00859,K044,Milk,73,1,129
I00860,K001,Paneer,249,11,123
I00861,K033,Milk,83,1,78
I00862,K011,Spices,111,11,110
I00863,K002,Oil,101,21,128
I00864,K025,Paneer,233,20,91
I00865,K022,Spices,485,3,61
I00866,K033,Onion,291,6,140
I00867,K034,Spices,37,21,34
I00868,K027,Tomato,193,2,89
I00869,K020,Milk,283,16,94
I00870,K005,Onion,97,22,123
I00871,K047,Rice,199,10,116
I00872,K025,Rice,393,9,31
I00873,K043,Paneer,433,21,141
I00874,K031,Tomato,266,19,150
I00875,K045,Spices,412,11,95
I00876,K023,Chicken,421,16,74
I00877,K008,Onion,217,3,41
I00878,K014,Spices,292,1,111
I00879,K030,Rice,348,22,102
I00880,K015,Spices,417,8,136
I00881,K002,Spices,363,10,107
I00882,K003,Onion,48,14,50
I00883,K004,Rice,216,11,45
I00884,K036,Onion,126,0,63
I00885,K050,Cheese,465,6,142
I00886,K042,Flour,185,7,56
I00887,K034,Spices,60,18,32
I00888,K036,Rice,466,17,102
I00889,K008,Spices,482,18,84
I00890,K014,Flour,145,23,85
I00891,K010,Flour,60,23,97
I00892,K037,Flour,211,20,100
I00893,K019,Rice,125,24,32
I00894,K024,Paneer,252,10,42
I00895,K022,Tomato,281,13,99
I00896,K027,Chicken,300,4,73
I00897,K033,Oil,143,23,105
I00898,K026,Rice,446,8,65
I00899,K013,Paneer,265,21,72
I00900,K045,Paneer,106,13,63
I00901,K037,Cheese,371,4,94
I00902,K044,Tomato,395,24,97
I00903,K038,Paneer,259,13,35
I00904,K037,Tomato,259,17,35
I00905,K023,Spices,441,15,92
I00906,K039,Cheese,398,21,34
I00907,K001,Rice,104,20,102
I00908,K025,Cheese,56,11,69
I00909,K042,Spices,245,7,92
I00910,K015,Chicken,235,21,132
I00911,K013,Tomato,95,21,128
I00912,K046,Onion,330,11,44
I00913,K044,Tomato,339,22,124
I00914,K046,Rice,53,9,62
I00915,K019,Paneer,285,24,63
I00916,K014,Rice,207,14,114
I00917,K002,Spices,111,9,126
I00918,K027,Chicken,419,13,144
I00919,K007,Cheese,193,22,69
I00920,K029,Spices,468,18,55
I00921,K017,Spices,364,6,47
I00922,K020,Milk,284,19,77
I00923,K028,Milk,256,20,67
I00924,K032,Cheese,172,16,63
I00925,K032,Tomato,290,16,121
I00926,K010,Rice,302,23,42
I00927,K030,Tomato,405,3,73
I00928,K029,Rice,188,14,131
I00929,K036,Milk,156,16,101
I00930,K050,Tomato,296,0,147
I00931,K049,Flour,268,23,110
I00932,K019,Milk,243,17,141
I00933,K006,Chicken,209,18,50
I00934,K022,Onion,35,4,100
I00935,K036,Oil,105,13,95
I00936,K018,Oil,277,3,53
I00937,K034,Oil,377,25,89
I00938,K045,Chicken,417,17,139
I00939,K028,Tomato,129,8,57
I00940,K050,Rice,133,7,56
I00941,K033,Oil,241,9,150
I00942,K035,Onion,367,16,48
I00943,K026,Milk,215,11,141
I00944,K005,Tomato,440,4,39
I00945,K017,Paneer,326,18,82
I00946,K019,Milk,58,1,82
I00947,K049,Paneer,165,16,121
I00948,K004,Oil,61,24,117
I00949,K025,Onion,426,23,78
I00950,K029,Cheese,79,1,45
I00951,K045,Paneer,236,9,91
I00952,K036,Paneer,326,17,131
I00953,K037,Spices,225,8,66
I00954,K005,Flour,109,20,142
I00955,K037,Cheese,38,24,76
I00956,K038,Chicken,122,15,118
I00957,K032,Tomato,234,20,110
I00958,K024,Oil,185,15,38
I00959,K002,Onion,359,4,126
I00960,K023,Spices,289,16,99
I00961,K014,Cheese,400,20,84
I00962,K045,Spices,267,6,60
I00963,K007,Oil,73,7,81
I00964,K019,Tomato,195,25,108
I00965,K025,Rice,469,23,86
I00966,K038,Paneer,372,3,106
I00967,K039,Oil,235,17,121
I00968,K032,Cheese,255,15,34
I00969,K017,Onion,55,10,144
I00970,K039,Oil,200,16,53
I00971,K002,Rice,465,10,64
I00972,K024,Flour,75,21,47
I00973,K008,Flour,397,12,40
I00974,K050,Tomato,185,11,99
I00975,K001,Onion,262,12,94
I00976,K046,Chicken,293,7,109
I00977,K007,Oil,477,2,59
I00978,K043,Milk,395,17,150
I00979,K019,Cheese,346,1,78
I00980,K039,Rice,37,15,54
I00981,K034,Chicken,182,17,98
I00982,K002,Spices,77,23,98
I00983,K022,Paneer,20,13,37
I00984,K038,Milk,86,20,131
I00985,K018,Onion,448,20,86
I00986,K014,Spices,142,10,133
I00987,K031,Cheese,292,16,118
I00988,K021,Rice,386,4,139
I00989,K035,Flour,89,19,118
I00990,K022,Cheese,479,7,57
I00991,K007,Cheese,399,7,47
I00992,K037,Spices,133,6,104
I00993,K048,Tomato,164,25,82
I00994,K038,Onion,27,22,87
I00995,K016,Paneer,302,1,126
I00996,K006,Flour,167,10,123
I00997,K047,Paneer,29,10,76
I00998,K022,Rice,94,2,68
I00999,K011,Cheese,408,8,55
I01000,K041,Cheese,109,0,98
I01001,K027,Spices,472,9,56
I01002,K048,Onion,60,23,105
I01003,K009,Oil,394,10,117
I01004,K011,Onion,137,2,42
I01005,K037,Tomato,221,11,55
I01006,K027,Rice,325,1,142
I01007,K011,Chicken,347,25,81
I01008,K028,Paneer,39,6,137
I01009,K011,Chicken,476,20,72
I01010,K007,Oil,287,1,40
I01011,K004,Oil,65,19,48
I01012,K031,Cheese,463,17,62
I01013,K022,Onion,450,15,97
I01014,K031,Tomato,328,17,88
I01015,K038,Paneer,86,4,86
I01016,K039,Chicken,189,25,69
I01017,K042,Paneer,488,1,80
I01018,K004,Tomato,163,25,66
I01019,K014,Rice,443,20,31
I01020,K039,Spices,467,5,106
I01021,K037,Paneer,426,19,63
I01022,K050,Paneer,244,16,134
I01023,K007,Rice,153,8,56
I01024,K013,Rice,483,24,64
I01025,K023,Onion,454,22,124
I01026,K015,Milk,214,8,64
I01027,K030,Tomato,210,5,41
I01028,K016,Milk,40,8,41
I01029,K050,Flour,46,11,58
I01030,K038,Flour,243,19,99
I01031,K031,Tomato,258,11,63
I01032,K016,Tomato,193,14,75
I01033,K050,Milk,264,17,46
I01034,K010,Tomato,323,17,80
I01035,K034,Flour,460,4,103
I01036,K018,Flour,178,25,144
I01037,K022,Oil,427,11,39
I01038,K010,Cheese,196,18,146
I01039,K023,Oil,429,15,42
I01040,K045,Paneer,318,7,39
I01041,K005,Rice,357,1,59
I01042,K041,Flour,326,10,45
I01043,K033,Flour,285,5,43
I01044,K040,Tomato,377,19,84
I01045,K024,Spices,175,19,38
I01046,K036,Spices,395,12,131
I01047,K038,Milk,269,21,74
I01048,K026,Onion,328,21,123
I01049,K021,Chicken,451,2,138
I01050,K028,Milk,353,15,117
I01051,K026,Flour,242,22,48
I01052,K008,Onion,261,3,96
I01053,K036,Paneer,285,3,128
I01054,K038,Flour,371,12,77
I01055,K048,Spices,351,16,136
I01056,K038,Rice,186,9,124
I01057,K018,Cheese,75,9,65
I01058,K030,Milk,461,14,103
I01059,K023,Onion,328,20,137
I01060,K024,Tomato,110,6,78
I01061,K049,Rice,71,21,120
I01062,K034,Paneer,133,24,116
I01063,K005,Milk,371,16,65
I01064,K023,Spices,262,20,67
I01065,K029,Onion,487,13,96
I01066,K020,Flour,187,21,103
I01067,K016,Onion,146,24,148
I01068,K014,Milk,484,13,37
I01069,K034,Chicken,21,25,97
I01070,K012,Onion,207,14,89
I01071,K004,Onion,312,8,111
I01072,K049,Tomato,234,8,33
I01073,K041,Onion,111,12,35
I01074,K028,Chicken,323,6,138
I01075,K025,Rice,38,16,88
I01076,K022,Tomato,471,19,43
I01077,K038,Tomato,82,9,127
I01078,K001,Cheese,119,21,105
I01079,K004,Milk,310,18,97
I01080,K019,Paneer,277,18,148
I01081,K012,Oil,214,23,78
I01082,K042,Flour,68,5,129
I01083,K004,Tomato,337,6,52
I01084,K009,Flour,301,2,69
I01085,K031,Onion,365,1,67
I01086,K006,Cheese,297,7,111
I01087,K005,Tomato,459,20,42
I01088,K049,Oil,123,9,61
I01089,K015,Paneer,183,23,52
I01090,K002,Chicken,264,1,134
I01091,K048,Rice,407,6,122
I01092,K033,Chicken,34,16,77
I01093,K050,Spices,201,4,113
I01094,K008,Milk,226,11,128
I01095,K050,Milk,93,17,78
I01096,K024,Flour,180,7,55
I01097,K031,Flour,220,1,66
I01098,K038,Onion,392,15,124
I01099,K028,Tomato,390,20,105
I01100,K028,Cheese,77,1,98
I01101,K030,Onion,205,15,79
I01102,K040,Paneer,275,1,104
I01103,K040,Milk,125,23,69
I01104,K017,Spices,271,16,74
I01105,K049,Spices,312,5,58
I01106,K001,Paneer,403,21,56
I01107,K013,Flour,239,17,110
I01108,K008,Spices,46,0,91
I01109,K038,Flour,411,13,75
I01110,K021,Paneer,429,9,93
I01111,K017,Cheese,243,17,43
I01112,K048,Tomato,60,8,83
I01113,K030,Spices,184,13,78
I01114,K044,Paneer,180,4,88
I01115,K012,Onion,313,0,71
I01116,K039,Spices,175,20,124
I01117,K002,Spices,56,2,53
I01118,K039,Paneer,107,15,56
I01119,K031,Paneer,331,6,141
I01120,K036,Paneer,473,4,84
I01121,K003,Rice,356,8,143
I01122,K001,Paneer,396,17,102
I01123,K016,Tomato,29,14,58
I01124,K008,Tomato,226,12,116
I01125,K015,Spices,233,5,115
I01126,K007,Chicken,402,25,113
I01127,K041,Cheese,332,16,52
I01128,K001,Milk,340,17,99
I01129,K014,Cheese,268,22,70
I01130,K028,Tomato,462,8,133
I01131,K005,Tomato,442,2,61
I01132,K015,Onion,193,7,60
I01133,K042,Paneer,99,16,81
I01134,K020,Cheese,387,8,110
I01135,K021,Rice,79,9,69
I01136,K032,Chicken,381,4,79
I01137,K040,Chicken,273,19,62
I01138,K023,Flour,148,24,69
I01139,K007,Chicken,313,14,127
I01140,K033,Rice,172,9,128
I01141,K025,Spices,413,12,127
I01142,K028,Oil,304,6,83
I01143,K043,Oil,115,25,132
I01144,K030,Rice,117,17,59
I01145,K044,Oil,345,23,97
I01146,K016,Milk,88,22,64
I01147,K046,Spices,373,12,58
I01148,K007,Chicken,447,2,46
I01149,K010,Rice,462,10,100
I01150,K028,Flour,221,12,137
I01151,K047,Rice,319,24,77
I01152,K018,Flour,42,17,90
I01153,K044,Tomato,42,22,84
I01154,K034,Paneer,269,17,94
I01155,K013,Rice,37,12,121
I01156,K015,Flour,304,6,44
I01157,K034,Flour,219,8,103
I01158,K015,Tomato,56,25,38
I01159,K027,Flour,247,24,85
I01160,K023,Chicken,287,20,120
I01161,K048,Milk,413,20,37
I01162,K022,Onion,65,0,71
I01163,K038,Milk,433,6,34
I01164,K049,Onion,119,9,94
I01165,K005,Milk,339,22,78
I01166,K012,Tomato,379,6,76
I01167,K038,Onion,476,21,84
I01168,K005,Oil,99,7,68
I01169,K027,Milk,334,7,60
I01170,K050,Chicken,60,15,123
I01171,K016,Oil,257,10,112
I01172,K008,Oil,392,6,41
I01173,K001,Spices,481,17,100
I01174,K032,Tomato,201,11,133
I01175,K035,Rice,335,20,128
I01176,K006,Flour,300,10,65
I01177,K027,Tomato,395,5,125
I01178,K014,Rice,384,24,117
I01179,K017,Milk,281,15,84
I01180,K034,Flour,363,3,48
I01181,K002,Chicken,459,23,125
I01182,K010,Cheese,94,0,95
I01183,K011,Oil,67,8,108
I01184,K023,Onion,321,3,72
I01185,K028,Flour,61,24,146
I01186,K003,Onion,66,3,94
I01187,K033,Flour,329,18,31
I01188,K017,Rice,139,5,51
I01189,K006,Onion,358,7,85
I01190,K009,Onion,130,19,67
I01191,K016,Onion,305,11,132
I01192,K038,Spices,246,19,41
I01193,K047,Paneer,167,16,140
I01194,K047,Cheese,85,2,128
I01195,K035,Rice,326,6,53
I01196,K044,Rice,330,5,119
I01197,K021,Chicken,449,25,87
I01198,K043,Paneer,35,7,112
I01199,K009,Paneer,139,23,92
I01200,K031,Tomato,112,14,119
I01201,K035,Oil,39,16,146
I01202,K009,Chicken,235,24,112
I01203,K021,Rice,223,4,114
I01204,K043,Cheese,181,23,140
I01205,K023,Oil,283,22,83
I01206,K039,Onion,423,18,94
I01207,K018,Onion,94,6,90
I01208,K033,Tomato,174,11,47
I01209,K023,Oil,146,23,85
I01210,K021,Chicken,328,2,108
I01211,K031,Milk,445,0,124
I01212,K032,Chicken,29,13,99
I01213,K011,Chicken,44,13,113
I01214,K007,Onion,103,5,56
I01215,K040,Rice,32,12,36
I01216,K039,Onion,493,7,111
I01217,K037,Onion,186,4,123
I01218,K001,Oil,53,5,68
I01219,K006,Cheese,212,19,86
I01220,K013,Paneer,286,2,87
I01221,K001,Oil,305,8,71
I01222,K015,Oil,386,20,58
I01223,K048,Spices,364,18,42
I01224,K038,Onion,295,6,50
I01225,K006,Chicken,34,16,125
I01226,K023,Chicken,286,24,147
I01227,K002,Onion,288,13,32
I01228,K003,Onion,192,6,137
I01229,K028,Rice,261,22,82
I01230,K038,Paneer,352,13,100
I01231,K030,Rice,383,25,35
I01232,K016,Paneer,294,18,39
I01233,K038,Milk,339,20,78
I01234,K005,Tomato,346,21,52
I01235,K011,Milk,86,23,53
I01236,K027,Spices,22,12,134
I01237,K049,Rice,258,11,130
I01238,K004,Rice,177,3,117
I01239,K010,Tomato,61,15,101
I01240,K038,Spices,335,25,87
I01241,K047,Paneer,458,4,131
I01242,K010,Onion,156,12,95
I01243,K050,Flour,392,14,134
I01244,K001,Spices,388,4,132
I01245,K046,Cheese,290,25,72
I01246,K021,Oil,150,4,40
I01247,K016,Rice,219,2,109
I01248,K035,Tomato,185,0,85
I01249,K007,Spices,184,19,120
I01250,K014,Onion,259,16,41
I01251,K039,Tomato,300,18,76
I01252,K009,Tomato,121,8,137
I01253,K015,Paneer,224,16,60
I01254,K025,Oil,238,10,37
I01255,K001,Flour,322,21,33
I01256,K014,Tomato,195,10,114
I01257,K002,Onion,92,13,127
I01258,K029,Oil,300,18,135
I01259,K046,Tomato,146,1,81
I01260,K019,Onion,294,21,85
I01261,K002,Flour,288,25,61
I01262,K017,Flour,277,11,129
I01263,K015,Rice,43,4,59
I01264,K031,Onion,477,17,56
I01265,K037,Spices,283,24,49
I01266,K031,Rice,404,5,92
I01267,K009,Onion,310,23,103
I01268,K030,Rice,46,22,70
I01269,K019,Oil,173,20,109
I01270,K014,Onion,424,25,69
I01271,K026,Milk,168,15,62
I01272,K025,Chicken,253,24,83
I01273,K030,Oil,187,15,142
I01274,K024,Oil,274,2,118
I01275,K003,Milk,410,16,58
I01276,K039,Spices,71,6,65
I01277,K010,Chicken,467,3,97
I01278,K039,Flour,180,23,101
I01279,K028,Spices,83,4,142
I01280,K028,Milk,233,21,66
I01281,K007,Cheese,469,14,95
I01282,K011,Rice,86,23,144
I01283,K017,Tomato,194,23,150
I01284,K005,Milk,270,13,132
I01285,K037,Milk,430,20,127
I01286,K012,Tomato,302,25,35
I01287,K015,Tomato,158,7,135
I01288,K020,Paneer,204,11,87
I01289,K048,Milk,440,8,57
I01290,K034,Rice,273,5,135
I01291,K030,Rice,378,8,70
I01292,K018,Flour,295,3,31
I01293,K008,Onion,94,6,45
I01294,K023,Spices,403,10,45
I01295,K015,Rice,282,5,113
I01296,K001,Chicken,405,13,109
I01297,K031,Flour,75,4,33
I01298,K035,Spices,238,3,35
I01299,K023,Oil,480,7,116
I01300,K007,Paneer,257,10,141
I01301,K005,Oil,37,10,91
I01302,K008,Tomato,428,16,72
I01303,K022,Rice,472,11,87
I01304,K027,Oil,319,16,33
I01305,K021,Oil,39,8,143
I01306,K015,Oil,268,9,90
I01307,K018,Oil,282,0,147
I01308,K026,Spices,404,6,66
I01309,K041,Cheese,460,25,138
I01310,K035,Chicken,89,5,41
I01311,K029,Rice,280,1,122
I01312,K002,Tomato,438,2,125
I01313,K024,Chicken,325,15,31
I01314,K009,Oil,121,9,105
I01315,K039,Oil,223,15,126
I01316,K041,Cheese,186,15,91
I01317,K024,Paneer,57,11,30
I01318,K047,Tomato,125,6,109
I01319,K028,Milk,251,0,64
I01320,K018,Milk,308,4,79
I01321,K037,Paneer,143,25,122
I01322,K015,Oil,454,13,101
I01323,K025,Spices,365,1,111
I01324,K007,Chicken,38,8,102
I01325,K001,Tomato,284,23,106
I01326,K024,Milk,423,15,120
I01327,K004,Onion,85,4,70
I01328,K021,Tomato,167,10,99
I01329,K014,Onion,366,1,136
I01330,K011,Oil,425,1,127
I01331,K020,Cheese,499,12,117
I01332,K006,Onion,97,1,54
I01333,K050,Chicken,440,3,45
I01334,K006,Flour,296,25,45
I01335,K027,Rice,471,5,81
I01336,K017,Tomato,302,22,51
I01337,K020,Spices,332,4,135
I01338,K049,Spices,74,8,99
I01339,K041,Paneer,187,11,71
I01340,K016,Milk,182,22,125
I01341,K022,Chicken,396,17,122
I01342,K012,Paneer,293,4,125
I01343,K048,Milk,372,9,138
I01344,K038,Tomato,434,24,129
I01345,K019,Spices,256,8,92
I01346,K025,Chicken,377,24,63
I01347,K039,Oil,330,22,75
I01348,K050,Chicken,181,15,66
I01349,K022,Chicken,317,25,149
I01350,K037,Paneer,314,22,77
I01351,K007,Paneer,202,11,142
I01352,K007,Chicken,410,10,43
I01353,K030,Oil,256,5,45
I01354,K029,Chicken,477,25,147
I01355,K005,Chicken,298,10,61
I01356,K034,Onion,65,14,98
I01357,K005,Oil,57,3,121
I01358,K032,Milk,208,20,87
I01359,K023,Onion,426,19,69
I01360,K005,Onion,267,0,89
I01361,K030,Onion,465,25,63
I01362,K003,Cheese,178,0,87
I01363,K049,Cheese,195,3,113
I01364,K010,Milk,415,11,78
I01365,K017,Spices,184,21,60
I01366,K022,Paneer,289,5,92
I01367,K012,Milk,317,20,121
I01368,K039,Milk,258,2,116
I01369,K024,Cheese,426,2,98
I01370,K011,Rice,266,1,85
I01371,K045,Spices,254,16,95
I01372,K009,Onion,77,23,40
I01373,K050,Cheese,96,25,52
I01374,K020,Rice,40,17,93
I01375,K023,Paneer,130,21,106
I01376,K050,Chicken,34,14,95
I01377,K027,Onion,22,7,123
I01378,K005,Spices,190,5,34
I01379,K034,Chicken,106,5,68
I01380,K033,Flour,66,4,38
I01381,K029,Milk,166,11,86
I01382,K040,Oil,288,1,80
I01383,K006,Paneer,23,18,149
I01384,K025,Tomato,299,24,53
I01385,K003,Tomato,86,22,97
I01386,K036,Tomato,143,18,54
I01387,K020,Cheese,247,8,46
I01388,K042,Cheese,160,6,82
I01389,K017,Tomato,443,25,136
I01390,K024,Cheese,250,1,132
I01391,K024,Flour,226,9,84
I01392,K020,Rice,142,16,30
I01393,K001,Cheese,437,23,99
I01394,K039,Milk,296,12,52
I01395,K006,Spices,59,13,69
I01396,K017,Milk,435,10,120
I01397,K048,Cheese,471,23,78
I01398,K037,Rice,186,11,64
I01399,K039,Spices,183,25,72
I01400,K025,Paneer,224,21,106
I01401,K025,Tomato,216,18,88
I01402,K038,Chicken,313,14,105
I01403,K015,Onion,335,10,134
I01404,K012,Spices,40,18,77
I01405,K036,Cheese,257,3,141
I01406,K046,Chicken,230,21,78
I01407,K001,Chicken,448,25,55
I01408,K012,Rice,234,21,118
I01409,K047,Cheese,423,25,62
I01410,K026,Chicken,391,22,38
I01411,K043,Rice,352,25,115
I01412,K031,Flour,376,17,68
I01413,K043,Cheese,210,19,46
I01414,K048,Cheese,107,0,61
I01415,K010,Rice,249,12,77
I01416,K015,Milk,152,17,81
I01417,K025,Cheese,211,7,47
I01418,K019,Cheese,321,6,31
I01419,K030,Milk,32,6,74
I01420,K002,Spices,462,2,130
I01421,K006,Paneer,205,9,47
I01422,K018,Tomato,302,4,128
I01423,K039,Oil,144,10,105
I01424,K022,Cheese,120,14,101
I01425,K039,Oil,239,21,80
I01426,K019,Flour,283,7,85
I01427,K020,Spices,330,1,37
I01428,K014,Rice,449,13,89
I01429,K004,Paneer,476,18,132
I01430,K016,Oil,93,6,62
I01431,K023,Paneer,488,24,32
I01432,K048,Paneer,31,15,119
I01433,K042,Milk,286,11,147
I01434,K017,Tomato,128,4,50
I01435,K039,Onion,179,9,125
I01436,K020,Chicken,381,20,37
I01437,K048,Paneer,299,2,78
I01438,K018,Rice,128,16,61
I01439,K030,Cheese,185,23,136
I01440,K023,Cheese,95,2,36
I01441,K020,Cheese,69,13,119
I01442,K025,Rice,398,19,90
I01443,K046,Oil,376,17,47
I01444,K026,Rice,36,9,50
I01445,K002,Milk,393,23,133
I01446,K017,Chicken,447,9,147
I01447,K030,Flour,375,19,81
I01448,K005,Spices,446,17,134
I01449,K023,Chicken,128,4,64
I01450,K003,Oil,166,9,138
I01451,K012,Paneer,91,11,80
I01452,K047,Tomato,333,19,44
I01453,K007,Chicken,236,17,33
I01454,K045,Onion,273,15,78
I01455,K045,Chicken,386,4,53
I01456,K049,Chicken,374,0,118
I01457,K015,Flour,74,24,94
I01458,K028,Oil,216,0,148
I01459,K032,Paneer,420,1,42
I01460,K012,Milk,252,16,113
I01461,K005,Cheese,317,13,31
I01462,K041,Spices,356,21,93
I01463,K049,Tomato,475,17,102
I01464,K028,Chicken,382,12,83
I01465,K018,Cheese,218,2,142
I01466,K030,Milk,338,6,37
I01467,K010,Tomato,40,2,42
I01468,K031,Tomato,423,20,136
I01469,K018,Onion,57,1,116
I01470,K047,Milk,322,14,144
I01471,K040,Oil,439,23,138
I01472,K025,Paneer,342,13,85
I01473,K016,Flour,160,10,122
I01474,K028,Onion,241,3,91
I01475,K032,Chicken,124,12,141
I01476,K039,Rice,225,19,88
I01477,K017,Rice,265,16,98
I01478,K032,Onion,312,9,103
I01479,K048,Spices,258,22,106
I01480,K027,Tomato,452,3,128
I01481,K012,Onion,117,10,58
I01482,K040,Flour,345,25,91
I01483,K023,Milk,75,5,125
I01484,K011,Onion,396,25,107
I01485,K009,Paneer,159,7,85
I01486,K030,Chicken,274,7,52
I01487,K046,Chicken,439,3,126
I01488,K013,Rice,231,13,53
I01489,K046,Milk,84,4,32
I01490,K019,Cheese,156,10,99
I01491,K021,Spices,254,15,96
I01492,K042,Flour,381,7,103
I01493,K022,Tomato,251,3,137
I01494,K008,Cheese,268,22,110
I01495,K015,Flour,31,18,134
I01496,K043,Chicken,243,12,113
I01497,K032,Milk,317,9,77
I01498,K011,Oil,57,8,38
I01499,K013,Onion,398,15,128
I01500,K034,Flour,322,0,115
I01501,K003,Onion,343,16,110
I01502,K031,Tomato,103,7,57
I01503,K017,Cheese,487,12,49
I01504,K041,Chicken,344,2,94
I01505,K002,Cheese,177,0,47
I01506,K023,Oil,37,12,45
I01507,K017,Chicken,444,23,135
I01508,K008,Oil,76,5,130
I01509,K031,Tomato,238,2,92
I01510,K016,Cheese,285,22,81
I01511,K004,Milk,68,7,30
I01512,K021,Cheese,43,9,34
I01513,K041,Flour,49,7,68
I01514,K018,Milk,144,7,137
I01515,K048,Tomato,102,5,40
I01516,K028,Milk,240,11,97
I01517,K015,Cheese,432,0,75
I01518,K050,Cheese,474,9,58
I01519,K028,Cheese,456,18,118
I01520,K008,Onion,33,2,58
I01521,K002,Oil,491,5,81
I01522,K026,Tomato,76,8,45
I01523,K008,Rice,202,10,60
I01524,K033,Paneer,429,10,111
I01525,K011,Chicken,199,18,97
I01526,K016,Oil,268,7,60
I01527,K046,Cheese,464,23,119
I01528,K029,Paneer,46,3,135
I01529,K025,Chicken,368,4,122
I01530,K014,Paneer,304,7,74
I01531,K029,Oil,354,12,135
I01532,K031,Spices,114,6,44
I01533,K013,Onion,436,18,86
I01534,K044,Rice,281,24,106
I01535,K041,Flour,22,23,126
I01536,K025,Rice,243,3,80
I01537,K037,Chicken,276,18,68
I01538,K013,Flour,418,2,32
I01539,K015,Paneer,447,23,33
I01540,K016,Flour,24,25,62
I01541,K023,Paneer,345,2,126
I01542,K043,Milk,100,1,65
I01543,K009,Rice,496,18,78
I01544,K032,Paneer,463,11,74
I01545,K028,Rice,199,0,116
I01546,K050,Tomato,154,8,70
I01547,K042,Flour,71,24,92
I01548,K017,Oil,227,24,53
I01549,K019,Onion,325,19,94
I01550,K029,Chicken,456,16,58
I01551,K026,Oil,343,25,48
I01552,K007,Onion,387,12,74
I01553,K012,Spices,68,14,96
I01554,K030,Paneer,479,24,80
I01555,K030,Rice,162,18,37
I01556,K045,Chicken,250,21,59
I01557,K039,Paneer,48,6,124
I01558,K025,Tomato,393,15,80
I01559,K042,Flour,337,2,82
I01560,K048,Oil,31,3,122
I01561,K012,Cheese,198,25,117
I01562,K047,Cheese,454,21,107
I01563,K030,Spices,46,1,36
I01564,K011,Oil,250,5,121
I01565,K041,Tomato,308,16,90
I01566,K007,Oil,442,22,58
I01567,K047,Tomato,65,12,94
I01568,K027,Spices,219,14,39
I01569,K034,Spices,141,25,125
I01570,K013,Oil,358,0,122
I01571,K017,Chicken,120,21,119
I01572,K050,Chicken,52,8,94
I01573,K017,Onion,447,19,78
I01574,K050,Flour,260,3,33
I01575,K033,Tomato,485,12,71
I01576,K035,Oil,410,10,112
I01577,K028,Paneer,21,4,82
I01578,K033,Cheese,64,12,112
I01579,K025,Rice,182,25,106
I01580,K045,Flour,307,6,109
I01581,K050,Paneer,27,14,130
I01582,K005,Tomato,116,11,86
I01583,K013,Spices,322,21,71
I01584,K032,Rice,224,0,106
I01585,K038,Cheese,55,8,68
I01586,K039,Oil,460,16,41
I01587,K034,Cheese,412,15,73
I01588,K017,Spices,171,0,117
I01589,K034,Chicken,221,13,96
I01590,K013,Chicken,329,8,105
I01591,K022,Cheese,250,10,58
I01592,K026,Onion,154,1,85
I01593,K010,Onion,462,8,139
I01594,K049,Paneer,183,0,111
I01595,K038,Chicken,479,17,60
I01596,K005,Paneer,343,7,75
I01597,K017,Spices,107,9,55
I01598,K009,Milk,435,4,116
I01599,K037,Rice,478,2,136
I01600,K045,Flour,352,19,31
I01601,K044,Chicken,462,2,55
I01602,K012,Rice,27,15,146
