ComplaintID,OrderID,ComplaintType,Status,ResolutionHours
CP00657,O019386,Wrong Item,Open,1
CP00658,O015125,Packaging,Open,40
CP00659,O007075,Cold Food,Open,7
CP00660,O018604,Wrong Item,Open,25
CP00661,O016143,Wrong Item,Resolved,29
CP00662,O003527,Missing Item,Resolved,56
CP00663,O016283,Missing Item,Open,48
CP00664,O011661,Wrong Item,Resolved,46
CP00665,O001290,Packaging,Open,31
CP00666,O006984,Packaging,Resolved,59
CP00667,O000124,Packaging,Open,69
CP00668,O001226,Wrong Item,Resolved,24
CP00669,O015573,Packaging,Open,39
CP00670,O002718,Cold Food,Resolved,43
CP00671,O000679,Packaging,Resolved,48
CP00672,O008255,Packaging,Open,24
CP00673,O006367,Wrong Item,Open,52
CP00674,O010910,Missing Item,Resolved,23
CP00675,O006811,Cold Food,Open,28
CP00676,O011650,Late Delivery,Resolved,32
CP00677,O012328,Wrong Item,Open,37
CP00678,O015917,Wrong Item,Open,71
CP00679,O009107,Missing Item,Open,46
CP00680,O010373,Packaging,Open,33
CP00681,O000835,Wrong Item,Resolved,52
CP00682,O019297,Wrong Item,Open,50
CP00683,O001463,Wrong Item,Open,72
CP00684,O008432,Missing Item,Open,57
CP00685,O010530,Missing Item,Open,45
CP00686,O008614,Wrong Item,Resolved,7
CP00687,O000378,Missing Item,Resolved,38
CP00688,O018833,Cold Food,Open,45
CP00689,O010302,Cold Food,Resolved,56
CP00690,O018159,Wrong Item,Resolved,12
CP00691,O000341,Packaging,Open,24
CP00692,O014635,Late Delivery,Open,8
CP00693,O017666,Wrong Item,Resolved,46
CP00694,O011262,Wrong Item,Open,62
CP00695,O010729,Wrong Item,Resolved,52
CP00696,O017470,Late Delivery,Open,61
CP00697,O014066,Late Delivery,Resolved,57
CP00698,O013857,Wrong Item,Open,45
CP00699,O011747,Missing Item,Open,42
CP00700,O008262,Wrong Item,Open,9
CP00701,O008100,Missing Item,Open,5
CP00702,O010498,Cold Food,Open,71
CP00703,O013052,Wrong Item,Resolved,8
CP00704,O005417,Late Delivery,Open,27
CP00705,O017059,Packaging,Resolved,57
CP00706,O015949,Missing Item,Resolved,45
CP00707,O015415,Wrong Item,Open,21
CP00708,O007606,Late Delivery,Open,54
CP00709,O002422,Cold Food,Open,25
CP00710,O011707,Late Delivery,Open,27
CP00711,O000619,Late Delivery,Resolved,15
CP00712,O004758,Late Delivery,Open,71
CP00713,O016116,Packaging,Open,5
CP00714,O018862,Packaging,Resolved,68
CP00715,O006710,Wrong Item,Open,9
CP00716,O014741,Wrong Item,Resolved,18
CP00717,O004340,Wrong Item,Open,13
CP00718,O002561,Packaging,Resolved,20
CP00719,O019222,Packaging,Resolved,57
CP00720,O012498,Wrong Item,Resolved,35
CP00721,O004952,Late Delivery,Resolved,14
CP00722,O011079,Missing Item,Resolved,1
CP00723,O008825,Wrong Item,Resolved,68
CP00724,O013070,Wrong Item,Open,36
CP00725,O000250,Cold Food,Resolved,59
CP00726,O008350,Missing Item,Resolved,57
CP00727,O008639,Wrong Item,Open,36
CP00728,O012678,Cold Food,Resolved,26
CP00729,O002310,Cold Food,Open,31
CP00730,O013303,Packaging,Resolved,42
CP00731,O016608,Late Delivery,Resolved,63
CP00732,O002080,Late Delivery,Resolved,2
CP00733,O013304,Packaging,Resolved,71
CP00734,O009535,Packaging,Open,65
CP00735,O009564,Late Delivery,Open,58
CP00736,O011203,Wrong Item,Resolved,58
CP00737,O014537,Wrong Item,Resolved,5
CP00738,O009777,Cold Food,Resolved,32
CP00739,O007487,Wrong Item,Resolved,9
CP00740,O012801,Missing Item,Resolved,27
CP00741,O000218,Wrong Item,Open,46
CP00742,O016049,Late Delivery,Open,7
CP00743,O019388,Late Delivery,Resolved,71
CP00744,O018185,Missing Item,Resolved,58
CP00745,O010942,Cold Food,Open,48
CP00746,O016020,Wrong Item,Resolved,44
CP00747,O003056,Late Delivery,Open,33
CP00748,O008110,Cold Food,Resolved,66
CP00749,O006807,Late Delivery,Open,19
CP00750,O018218,Late Delivery,Open,14
CP00751,O013052,Late Delivery,Resolved,13
CP00752,O004170,Wrong Item,Resolved,41
CP00753,O012997,Late Delivery,Resolved,42
CP00754,O002555,Wrong Item,Open,69
CP00755,O010415,Cold Food,Resolved,6
CP00756,O006506,Late Delivery,Open,19
CP00757,O004055,Wrong Item,Open,14
CP00758,O013252,Packaging,Open,59
CP00759,O019291,Late Delivery,Resolved,62
CP00760,O010101,Cold Food,Resolved,37
CP00761,O016538,Wrong Item,Resolved,40
CP00762,O016323,Wrong Item,Open,17
CP00763,O015697,Late Delivery,Open,30
CP00764,O016550,Missing Item,Open,7
CP00765,O006821,Missing Item,Open,46
CP00766,O018296,Packaging,Open,16
CP00767,O011040,Cold Food,Resolved,24
CP00768,O010126,Missing Item,Resolved,36
CP00769,O000380,Cold Food,Resolved,2
CP00770,O013862,Cold Food,Resolved,14
CP00771,O002715,Packaging,Resolved,65
CP00772,O012597,Packaging,Open,40
CP00773,O009334,Wrong Item,Resolved,72
CP00774,O014038,Wrong Item,Resolved,55
CP00775,O012383,Wrong Item,Open,26
CP00776,O007485,Packaging,Open,10
CP00777,O019874,Missing Item,Resolved,48
CP00778,O012193,Cold Food,Resolved,43
CP00779,O001736,Packaging,Open,53
CP00780,O016785,Late Delivery,Resolved,55
CP00781,O007548,Cold Food,Open,11
CP00782,O014574,Missing Item,Resolved,65
CP00783,O019429,Cold Food,Resolved,71
CP00784,O008857,Packaging,Resolved,10
CP00785,O013101,Cold Food,Open,10
CP00786,O001015,Missing Item,Resolved,67
CP00787,O002182,Missing Item,Open,67
CP00788,O004019,Missing Item,Open,7
CP00789,O004918,Wrong Item,Resolved,26
CP00790,O003175,Packaging,Open,64
CP00791,O006315,Packaging,Resolved,51
CP00792,O010560,Late Delivery,Open,51
CP00793,O016460,Wrong Item,Resolved,9
CP00794,O006213,Packaging,Open,41
CP00795,O018303,Cold Food,Open,25
CP00796,O014132,Wrong Item,Resolved,60
CP00797,O004350,Late Delivery,Open,60
CP00798,O016458,Packaging,Open,29
CP00799,O010067,Packaging,Open,48
CP00800,O019687,Packaging,Resolved,33
CP00801,O012435,Late Delivery,Open,25
CP00802,O009699,Cold Food,Open,24
CP00803,O013299,Cold Food,Open,1
CP00804,O005350,Cold Food,Resolved,49
CP00805,O011895,Missing Item,Open,38
CP00806,O019921,Cold Food,Open,22
CP00807,O007368,Packaging,Resolved,59
CP00808,O017921,Late Delivery,Resolved,50
CP00809,O009424,Wrong Item,Open,32
CP00810,O018752,Missing Item,Open,29
CP00811,O013124,Wrong Item,Resolved,36
CP00812,O014428,Cold Food,Resolved,20
CP00813,O005705,Missing Item,Resolved,7
CP00814,O019467,Missing Item,Resolved,54
CP00815,O002061,Late Delivery,Open,54
CP00816,O011140,Late Delivery,Open,49
CP00817,O018324,Wrong Item,Open,33
CP00818,O007679,Missing Item,Open,28
CP00819,O005373,Wrong Item,Open,36
CP00820,O009812,Packaging,Resolved,12
CP00821,O019766,Late Delivery,Resolved,39
CP00822,O002421,Cold Food,Resolved,72
CP00823,O001490,Packaging,Open,12
CP00824,O019240,Late Delivery,Open,39
CP00825,O014478,Wrong Item,Open,31
CP00826,O008520,Missing Item,Resolved,33
CP00827,O011436,Missing Item,Resolved,46
CP00828,O001964,Wrong Item,Open,65
CP00829,O004140,Missing Item,Open,58
CP00830,O007740,Cold Food,Open,41
CP00831,O017502,Cold Food,Open,25
CP00832,O004945,Late Delivery,Open,23
CP00833,O004055,Cold Food,Resolved,28
CP00834,O017032,Wrong Item,Open,28
CP00835,O017986,Packaging,Resolved,63
CP00836,O012710,Missing Item,Open,7
CP00837,O007432,Cold Food,Resolved,55
CP00838,O016772,Wrong Item,Open,41
CP00839,O017453,Missing Item,Open,72
CP00840,O013131,Late Delivery,Resolved,67
CP00841,O013446,Late Delivery,Resolved,72
CP00842,O010338,Packaging,Resolved,3
CP00843,O009012,Late Delivery,Resolved,70
CP00844,O013188,Missing Item,Resolved,4
CP00845,O006771,Missing Item,Open,52
CP00846,O003695,Wrong Item,Resolved,46
CP00847,O013267,Late Delivery,Resolved,19
CP00848,O016648,Missing Item,Resolved,54
CP00849,O007567,Cold Food,Resolved,54
CP00850,O011911,Packaging,Resolved,32
CP00851,O015767,Wrong Item,Resolved,33
CP00852,O004755,Cold Food,Resolved,33
CP00853,O000139,Missing Item,Resolved,17
CP00854,O019070,Wrong Item,Resolved,48
CP00855,O015182,Packaging,Resolved,28
CP00856,O009256,Packaging,Resolved,11
CP00857,O008998,Late Delivery,Resolved,29
CP00858,O000408,Cold Food,Open,18
CP00859,O001750,Packaging,Open,66
CP00860,O003362,Cold Food,Resolved,72
CP00861,O019843,Cold Food,Open,66
CP00862,O016638,Wrong Item,Open,45
CP00863,O014205,Cold Food,Resolved,54
CP00864,O017172,Cold Food,Resolved,34
CP00865,O012104,Packaging,Open,28
CP00866,O006364,Packaging,Open,45
CP00867,O002253,Cold Food,Open,28
CP00868,O011826,Late Delivery,Resolved,22
CP00869,O000295,Packaging,Resolved,64
CP00870,O018066,Cold Food,Open,53
CP00871,O001204,Packaging,Resolved,30
CP00872,O007383,Late Delivery,Open,20
CP00873,O016969,Missing Item,Open,56
CP00874,O002427,Cold Food,Open,55
CP00875,O004394,Cold Food,Open,36
CP00876,O014642,Cold Food,Open,1
CP00877,O016984,Packaging,Open,48
CP00878,O013143,Cold Food,Resolved,20
CP00879,O004357,Missing Item,Open,64
CP00880,O019595,Late Delivery,Open,69
CP00881,O009048,Wrong Item,Resolved,9
CP00882,O016409,Cold Food,Resolved,2
CP00883,O006488,Missing Item,Resolved,26
CP00884,O005187,Wrong Item,Resolved,72
CP00885,O007345,Wrong Item,Resolved,26
CP00886,O000520,Missing Item,Resolved,62
CP00887,O009918,Missing Item,Resolved,40
CP00888,O013361,Cold Food,Resolved,25
CP00889,O019806,Wrong Item,Resolved,59
CP00890,O003441,Missing Item,Resolved,17
CP00891,O009028,Missing Item,Resolved,70
CP00892,O019387,Cold Food,Resolved,21
CP00893,O009498,Packaging,Open,53
CP00894,O004922,Packaging,Resolved,10
CP00895,O001564,Wrong Item,Resolved,6
CP00896,O014216,Late Delivery,Open,28
CP00897,O002133,Late Delivery,Open,54
CP00898,O013418,Packaging,Resolved,61
CP00899,O000279,Missing Item,Open,22
CP00900,O001771,Missing Item,Open,66
CP00901,O006972,Missing Item,Resolved,47
CP00902,O015337,Late Delivery,Resolved,63
CP00903,O005969,Late Delivery,Resolved,41
CP00904,O015016,Packaging,Resolved,3
CP00905,O012616,Packaging,Resolved,39
CP00906,O009783,Packaging,Resolved,36
CP00907,O019565,Packaging,Open,32
CP00908,O004376,Late Delivery,Open,43
CP00909,O010352,Packaging,Open,28
CP00910,O017880,Missing Item,Open,56
CP00911,O017369,Missing Item,Resolved,48
CP00912,O012698,Late Delivery,Resolved,20
CP00913,O015197,Missing Item,Resolved,53
CP00914,O009917,Late Delivery,Open,22
CP00915,O011546,Wrong Item,Open,61
CP00916,O009894,Missing Item,Open,28
CP00917,O014346,Late Delivery,Open,5
CP00918,O002205,Late Delivery,Resolved,19
CP00919,O001955,Cold Food,Resolved,63
CP00920,O007943,Wrong Item,Open,25
CP00921,O003064,Packaging,Open,36
CP00922,O007021,Wrong Item,Open,19
CP00923,O018155,Missing Item,Open,66
CP00924,O012110,Packaging,Resolved,41
CP00925,O014847,Late Delivery,Open,62
CP00926,O017086,Cold Food,Open,55
CP00927,O006183,Missing Item,Resolved,59
CP00928,O004293,Missing Item,Open,22
CP00929,O002856,Packaging,Resolved,31
CP00930,O019786,Packaging,Resolved,50
CP00931,O014725,Packaging,Resolved,59
CP00932,O018997,Missing Item,Open,62
CP00933,O011540,Missing Item,Open,30
CP00934,O014443,Wrong Item,Open,14
CP00935,O009794,Late Delivery,Resolved,28
CP00936,O019435,Wrong Item,Open,26
CP00937,O008426,Packaging,Open,9
CP00938,O007388,Late Delivery,Resolved,28
CP00939,O017988,Packaging,Open,47
CP00940,O014835,Packaging,Resolved,2
CP00941,O007643,Cold Food,Open,61
CP00942,O018939,Cold Food,Resolved,44
CP00943,O012703,Packaging,Resolved,14
CP00944,O008181,Late Delivery,Open,18
CP00945,O007298,Cold Food,Resolved,1
CP00946,O000605,Missing Item,Resolved,43
CP00947,O004240,Wrong Item,Resolved,29
CP00948,O011241,Packaging,Open,51
CP00949,O006655,Packaging,Resolved,60
CP00950,O007277,Packaging,Resolved,2
CP00951,O019832,Cold Food,Resolved,72
CP00952,O003543,Wrong Item,Resolved,4
CP00953,O009457,Cold Food,Resolved,69
CP00954,O008740,Missing Item,Open,3
CP00955,O013884,Late Delivery,Resolved,44
CP00956,O001070,Cold Food,Open,49
CP00957,O007027,Cold Food,Resolved,42
CP00958,O015125,Cold Food,Resolved,27
CP00959,O013978,Late Delivery,Open,10
CP00960,O011254,Cold Food,Resolved,67
CP00961,O017443,Wrong Item,Resolved,37
CP00962,O002530,Packaging,Resolved,30
CP00963,O001302,Packaging,Open,56
CP00964,O006590,Cold Food,Open,11
CP00965,O014048,Late Delivery,Open,65
CP00966,O008561,Missing Item,Resolved,22
CP00967,O017000,Wrong Item,Resolved,71
CP00968,O001277,Packaging,Open,27
CP00969,O008924,Wrong Item,Resolved,21
CP00970,O003928,Packaging,Open,53
CP00971,O007782,Cold Food,Resolved,62
CP00972,O003488,Late Delivery,Resolved,50
CP00973,O002900,Late Delivery,Resolved,10
CP00974,O012713,Cold Food,Open,58
CP00975,O019029,Cold Food,Open,66
CP00976,O002620,Packaging,Open,30
CP00977,O015001,Packaging,Open,57
CP00978,O003373,Wrong Item,Resolved,16
CP00979,O016135,Missing Item,Resolved,41
CP00980,O007233,Cold Food,Resolved,57
CP00981,O001938,Packaging,Resolved,1
CP00982,O017503,Cold Food,Resolved,42
CP00983,O018284,Late Delivery,Open,5
CP00984,O002681,Cold Food,Resolved,26
CP00985,O019418,Late Delivery,Open,71
CP00986,O000952,Missing Item,Open,5
CP00987,O006512,Late Delivery,Open,23
CP00988,O011943,Packaging,Resolved,66
CP00989,O007214,Cold Food,Resolved,10
CP00990,O010700,Cold Food,Open,72
CP00991,O013197,Wrong Item,Open,1
CP00992,O010537,Packaging,Resolved,59
CP00993,O006047,Packaging,Open,20
CP00994,O012323,Wrong Item,Resolved,66
CP00995,O012324,Missing Item,Open,53
CP00996,O002646,Packaging,Open,44
CP00997,O019322,Missing Item,Resolved,22
CP00998,O003199,Missing Item,Open,40
CP00999,O001749,Cold Food,Open,70
CP01000,O003122,Late Delivery,Resolved,59
CP01001,O003491,Cold Food,Resolved,50
CP01002,O014884,Wrong Item,Resolved,72
CP01003,O009832,Packaging,Open,12
CP01004,O003744,Late Delivery,Resolved,40
CP01005,O009409,Late Delivery,Resolved,19
CP01006,O000630,Late Delivery,Open,7
CP01007,O018420,Missing Item,Resolved,70
CP01008,O018329,Wrong Item,Resolved,37
CP01009,O017839,Late Delivery,Resolved,24
CP01010,O001823,Packaging,Open,31
CP01011,O001882,Cold Food,Open,20
CP01012,O003899,Packaging,Open,47
CP01013,O006599,Wrong Item,Open,59
CP01014,O004813,Wrong Item,Resolved,35
CP01015,O005337,Cold Food,Resolved,47
CP01016,O010617,Late Delivery,Resolved,31
CP01017,O001149,Packaging,Open,65
CP01018,O006280,Missing Item,Resolved,35
CP01019,O007857,Cold Food,Open,60
CP01020,O003514,Missing Item,Resolved,17
CP01021,O013822,Late Delivery,Resolved,72
CP01022,O001113,Missing Item,Resolved,61
CP01023,O000756,Late Delivery,Resolved,47
CP01024,O001536,Missing Item,Open,63
CP01025,O012215,Cold Food,Open,48
CP01026,O017741,Late Delivery,Open,40
CP01027,O014498,Packaging,Resolved,60
CP01028,O009707,Late Delivery,Open,9
CP01029,O012845,Missing Item,Open,9
CP01030,O019321,Packaging,Open,49
CP01031,O011525,Wrong Item,Open,60
CP01032,O008698,Wrong Item,Open,38
CP01033,O004362,Late Delivery,Resolved,40
CP01034,O012760,Late Delivery,Resolved,2
CP01035,O015035,Late Delivery,Resolved,9
CP01036,O015297,Late Delivery,Open,60
CP01037,O019527,Cold Food,Open,63
CP01038,O018990,Wrong Item,Resolved,4
CP01039,O008965,Packaging,Open,13
CP01040,O003548,Packaging,Open,48
CP01041,O018290,Packaging,Open,13
CP01042,O018793,Cold Food,Open,8
CP01043,O018117,Cold Food,Resolved,56
CP01044,O000032,Packaging,Resolved,44
CP01045,O004804,Missing Item,Open,51
CP01046,O006081,Late Delivery,Open,22
CP01047,O010911,Cold Food,Open,71
CP01048,O017811,Packaging,Open,3
CP01049,O017031,Cold Food,Open,7
CP01050,O000853,Packaging,Open,1
CP01051,O013106,Wrong Item,Open,67
CP01052,O014162,Missing Item,Resolved,48
CP01053,O013087,Missing Item,Resolved,2
CP01054,O013882,Wrong Item,Open,4
CP01055,O012566,Missing Item,Open,8
CP01056,O011952,Wrong Item,Resolved,37
CP01057,O012404,Missing Item,Resolved,59
CP01058,O014982,Late Delivery,Resolved,49
CP01059,O007670,Packaging,Resolved,41
CP01060,O017748,Cold Food,Open,23
CP01061,O019615,Late Delivery,Open,55
CP01062,O012080,Wrong Item,Open,41
CP01063,O016534,Cold Food,Open,7
CP01064,O011245,Wrong Item,Open,38
CP01065,O016303,Wrong Item,Open,63
CP01066,O005069,Wrong Item,Open,22
CP01067,O014399,Cold Food,Resolved,20
CP01068,O003719,Missing Item,Resolved,30
CP01069,O008869,Late Delivery,Open,11
CP01070,O009922,Missing Item,Resolved,16
CP01071,O005700,Late Delivery,Resolved,21
CP01072,O006485,Late Delivery,Open,21
CP01073,O002847,Cold Food,Open,65
CP01074,O014099,Wrong Item,Resolved,32
CP01075,O018527,Wrong Item,Resolved,17
CP01076,O000616,Wrong Item,Open,17
CP01077,O008454,Packaging,Open,7
CP01078,O006829,Late Delivery,Resolved,60
CP01079,O013041,Cold Food,Open,35
CP01080,O019921,Wrong Item,Open,59
CP01081,O006001,Missing Item,Resolved,27
CP01082,O011634,Wrong Item,Resolved,12
CP01083,O019619,Late Delivery,Open,26
CP01084,O014632,Wrong Item,Open,69
CP01085,O013280,Wrong Item,Open,72
CP01086,O008732,Late Delivery,Resolved,43
CP01087,O013823,Wrong Item,Resolved,52
CP01088,O012739,Missing Item,Resolved,52
CP01089,O001424,Wrong Item,Resolved,13
CP01090,O004801,Packaging,Open,2
CP01091,O018794,Packaging,Resolved,38
CP01092,O001477,Late Delivery,Resolved,17
CP01093,O000404,Packaging,Resolved,45
CP01094,O013508,Cold Food,Open,41
CP01095,O000095,Cold Food,Resolved,10
CP01096,O007235,Missing Item,Resolved,25
CP01097,O010358,Cold Food,Open,60
CP01098,O000996,Packaging,Resolved,56
CP01099,O005720,Late Delivery,Open,35
CP01100,O018354,Cold Food,Resolved,39
CP01101,O009869,Late Delivery,Open,51
CP01102,O018174,Missing Item,Open,22
CP01103,O009605,Missing Item,Resolved,14
CP01104,O008317,Cold Food,Resolved,57
CP01105,O017397,Late Delivery,Open,14
CP01106,O001793,Wrong Item,Resolved,60
CP01107,O014883,Wrong Item,Open,57
CP01108,O011962,Wrong Item,Resolved,26
CP01109,O004803,Packaging,Resolved,27
CP01110,O001004,Missing Item,Resolved,5
CP01111,O004454,Missing Item,Open,68
CP01112,O017662,Wrong Item,Resolved,27
CP01113,O007353,Wrong Item,Resolved,31
CP01114,O008303,Packaging,Resolved,36
CP01115,O013771,Wrong Item,Resolved,13
CP01116,O016725,Late Delivery,Open,44
CP01117,O003626,Wrong Item,Resolved,59
CP01118,O001289,Late Delivery,Open,60
CP01119,O000004,Wrong Item,Open,19
CP01120,O006761,Late Delivery,Open,19
CP01121,O003534,Cold Food,Open,57
CP01122,O006946,Missing Item,Open,27
CP01123,O009299,Missing Item,Resolved,27
CP01124,O010002,Packaging,Open,23
CP01125,O007193,Missing Item,Resolved,57
CP01126,O006370,Late Delivery,Resolved,70
CP01127,O001981,Wrong Item,Open,55
CP01128,O011755,Late Delivery,Open,52
CP01129,O016276,Packaging,Open,9
CP01130,O002302,Packaging,Open,11
CP01131,O015604,Wrong Item,Resolved,34
CP01132,O009552,Late Delivery,Open,66
CP01133,O003777,Wrong Item,Open,20
CP01134,O009035,Packaging,Resolved,7
CP01135,O019070,Missing Item,Open,44
CP01136,O000708,Cold Food,Resolved,66
CP01137,O017673,Late Delivery,Resolved,3
CP01138,O008781,Packaging,Open,18
CP01139,O003786,Wrong Item,Resolved,49
CP01140,O009481,Packaging,Resolved,62
CP01141,O011816,Late Delivery,Resolved,1
CP01142,O005390,Missing Item,Resolved,21
CP01143,O019240,Missing Item,Resolved,48
CP01144,O006944,Wrong Item,Resolved,48
CP01145,O017503,Packaging,Open,58
CP01146,O010195,Packaging,Open,71
CP01147,O009834,Missing Item,Resolved,40
CP01148,O007255,Cold Food,Resolved,4
CP01149,O012069,Packaging,Resolved,31
CP01150,O010931,Missing Item,Open,32
CP01151,O001653,Missing Item,Open,26
CP01152,O016668,Late Delivery,Resolved,13
CP01153,O017665,Wrong Item,Resolved,29
CP01154,O002473,Missing Item,Resolved,8
CP01155,O009134,Wrong Item,Resolved,43
CP01156,O012806,Cold Food,Resolved,54
CP01157,O005927,Cold Food,Open,60
CP01158,O000211,Cold Food,Open,15
CP01159,O002795,Late Delivery,Resolved,47
CP01160,O011737,Cold Food,Open,56
CP01161,O012856,Missing Item,Resolved,47
CP01162,O011925,Missing Item,Resolved,30
CP01163,O017177,Cold Food,Resolved,18
CP01164,O003873,Cold Food,Resolved,52
CP01165,O010040,Cold Food,Open,52
CP01166,O009513,Late Delivery,Resolved,2
CP01167,O011256,Missing Item,Resolved,42
CP01168,O017663,Cold Food,Open,30
CP01169,O014317,Late Delivery,Open,15
CP01170,O006427,Wrong Item,Resolved,27
CP01171,O010429,Wrong Item,Resolved,30
CP01172,O001771,Wrong Item,Resolved,23
CP01173,O001182,Cold Food,Resolved,23
CP01174,O010276,Packaging,Resolved,43
CP01175,O005123,Packaging,Open,67
CP01176,O001172,Wrong Item,Resolved,16
CP01177,O015309,Missing Item,Open,1
CP01178,O013679,Cold Food,Resolved,59
CP01179,O009814,Wrong Item,Resolved,52
CP01180,O005632,Cold Food,Resolved,58
CP01181,O016968,Cold Food,Open,9
CP01182,O002578,Late Delivery,Resolved,41
CP01183,O003042,Cold Food,Resolved,71
CP01184,O019997,Wrong Item,Resolved,32
CP01185,O018602,Wrong Item,Open,64
CP01186,O011550,Missing Item,Resolved,6
CP01187,O009517,Missing Item,Open,48
CP01188,O008759,Cold Food,Resolved,5
CP01189,O002115,Wrong Item,Open,24
CP01190,O009533,Wrong Item,Resolved,41
CP01191,O019266,Missing Item,Open,23
CP01192,O001464,Wrong Item,Resolved,38
CP01193,O016981,Cold Food,Resolved,3
CP01194,O001374,Packaging,Resolved,39
CP01195,O015563,Packaging,Open,57
CP01196,O005827,Packaging,Open,51
CP01197,O005553,Missing Item,Resolved,37
CP01198,O010665,Wrong Item,Open,43
CP01199,O004965,Packaging,Resolved,38
CP01200,O006502,Cold Food,Open,3
