OrderID,CustomerID,KitchenID,RiderID,OrderDate,PreparationTime,DeliveryTime,OrderStatus,TotalAmount,Discount,TotalCost,CustomerRating,DistanceKM,PaymentMethod,DeliveryPartner,Weather,TrafficLevel,TimeSlot,OrderPriority,CouponCode,DiscountType,PreparationDelayReason,DeliveryDelayReason
O002114,C02878,K041,R0275,2026-10-09,34,16,Delivered,441,199,300,3.3,15,Wallet,In-House,Cloudy,High,Lunch,Normal,FIRST50,Percentage,Ingredient Delay,
O002115,C01023,K045,R0305,2026-12-13,37,24,Delivered,925,14,637,3.9,6,Cash,Porter,Sunny,Low,Breakfast,Normal,NONE,Percentage,High Order Volume,
O002116,C00987,K044,R0401,2026-06-13,17,27,Delivered,1273,99,877,4.7,7,Debit Card,Porter,Cloudy,Medium,Evening,Normal,NONE,Percentage,,
O002117,C02678,K020,R0107,2025-08-26,22,54,Delivered,335,159,210,4.1,7,UPI,Dunzo,Rainy,Low,Lunch,Express,WELCOME100,Flat,,Customer Unavailable
O002118,C01727,K013,R0294,2025-05-15,30,18,Delivered,1412,190,935,4.9,7,Debit Card,In-House,Sunny,Medium,Lunch,Express,WELCOME100,No Discount,Equipment Issue,
O002119,C02767,K013,R0214,2025-05-20,40,33,Delivered,487,101,304,3.5,8,Debit Card,Shadowfax,Rainy,Medium,Evening,Normal,FESTIVE20,No Discount,High Order Volume,Customer Unavailable
O002120,C01932,K023,R0252,2026-02-20,16,41,Delivered,1005,75,634,4.1,7,Debit Card,Porter,Sunny,High,Evening,Express,WELCOME100,Percentage,,Rider Delay
O002121,C00922,K023,R0325,2025-12-29,21,25,Delivered,1190,120,889,4.5,13,Wallet,Shadowfax,Rainy,Medium,Lunch,Express,FESTIVE20,Percentage,,
O002122,C00824,K008,R0310,2026-08-02,12,27,Delivered,595,163,460,3.2,9,UPI,Shadowfax,Sunny,Medium,Lunch,Normal,FIRST50,No Discount,,
O002123,C01432,K019,R0054,2025-05-29,29,23,Delivered,1381,150,855,4.9,14,Debit Card,Shadowfax,Rainy,Medium,Dinner,Normal,SAVE50,Percentage,Staff Shortage,
O002124,C01941,K039,R0272,2026-04-05,32,22,Cancelled,334,171,235,4.2,4,Debit Card,Dunzo,Rainy,Low,Dinner,Normal,NONE,Percentage,High Order Volume,Customer Unavailable
O002125,C02862,K028,R0424,2026-06-04,14,27,Delivered,545,168,418,4.2,7,Wallet,Dunzo,Cloudy,High,Dinner,Express,NONE,No Discount,,
O002126,C01361,K016,R0042,2025-02-04,11,30,Cancelled,986,172,546,4.8,4,UPI,Porter,Rainy,Low,Evening,Express,NONE,No Discount,,Rider Delay
O002127,C00632,K020,R0319,2025-07-24,40,37,Delivered,569,173,330,3.6,8,UPI,Porter,Cloudy,High,Lunch,Normal,FESTIVE20,Percentage,Equipment Issue,Heavy Rain
O002128,C00157,K017,R0206,2025-03-01,12,15,Delivered,221,9,135,3.6,12,Credit Card,In-House,Cloudy,Medium,Evening,Normal,SAVE50,Percentage,,
O002129,C02228,K010,R0296,2025-06-26,32,36,Cancelled,1196,8,774,3.8,3,Cash,Porter,Cloudy,Low,Evening,Normal,NONE,Flat,Ingredient Delay,Traffic
O002130,C01736,K019,R0375,2026-04-08,19,46,Delivered,454,70,271,3.8,4,Credit Card,Dunzo,Rainy,High,Dinner,Express,WELCOME100,Flat,,Traffic
O002131,C00729,K050,R0175,2025-06-03,19,43,Delivered,1418,5,794,3.5,9,Cash,In-House,Rainy,High,Evening,Express,SAVE50,No Discount,,Customer Unavailable
O002132,C02291,K033,R0141,2026-05-20,35,46,Delivered,663,73,400,3.7,10,UPI,In-House,Cloudy,Low,Evening,Normal,NONE,Flat,High Order Volume,Rider Delay
O002133,C00909,K022,R0019,2025-07-21,34,39,Delivered,1202,95,755,3.9,12,UPI,In-House,Cloudy,Medium,Lunch,Express,FESTIVE20,Flat,High Order Volume,Traffic
O002134,C02904,K048,R0287,2025-01-01,33,21,Cancelled,469,46,355,3.9,10,Cash,In-House,Sunny,Medium,Evening,Express,WELCOME100,No Discount,Ingredient Delay,Customer Unavailable
O002135,C02333,K034,R0423,2025-07-05,26,20,Delivered,879,43,490,4.1,8,Debit Card,Porter,Cloudy,Low,Evening,Normal,SAVE50,Flat,Staff Shortage,
O002136,C00046,K020,R0417,2025-10-09,29,47,Delivered,1150,40,656,4.8,11,Credit Card,Porter,Rainy,Medium,Dinner,Normal,NONE,Flat,High Order Volume,Customer Unavailable
O002137,C02583,K050,R0372,2026-05-23,27,40,Delivered,973,103,763,4.0,5,Wallet,Shadowfax,Rainy,Low,Breakfast,Express,NONE,No Discount,Equipment Issue,Heavy Rain
O002138,C01322,K009,R0487,2026-07-29,22,28,Delivered,471,13,291,5.0,4,Cash,Shadowfax,Rainy,Medium,Breakfast,Express,FESTIVE20,Percentage,,
O002139,C00883,K003,R0059,2026-07-27,34,41,Delivered,526,140,310,3.4,9,Cash,In-House,Rainy,High,Dinner,Normal,WELCOME100,Percentage,Staff Shortage,Heavy Rain
O002140,C01282,K046,R0361,2025-11-13,23,33,Delivered,939,171,584,3.2,14,Cash,Porter,Sunny,High,Dinner,Express,FESTIVE20,Percentage,,Heavy Rain
O002141,C00577,K016,R0450,2025-09-10,33,27,Delivered,1229,115,780,4.9,7,Credit Card,In-House,Rainy,High,Lunch,Normal,NONE,Flat,Equipment Issue,
O002142,C01130,K044,R0483,2025-10-18,23,30,Delivered,428,68,255,4.3,5,UPI,Porter,Rainy,Low,Lunch,Normal,FESTIVE20,No Discount,,
O002143,C00820,K043,R0429,2025-03-14,28,17,Delivered,1311,107,1035,4.9,14,UPI,In-House,Cloudy,High,Breakfast,Express,SAVE50,No Discount,Ingredient Delay,
O002144,C01197,K025,R0210,2025-05-26,26,59,Cancelled,1384,149,1044,4.2,9,UPI,Porter,Rainy,Medium,Evening,Normal,SAVE50,No Discount,Staff Shortage,Traffic
O002145,C01292,K041,R0308,2026-07-07,39,27,Delivered,618,53,470,4.0,13,UPI,Shadowfax,Rainy,Low,Evening,Express,FIRST50,Flat,Staff Shortage,
O002146,C00309,K010,R0085,2025-10-06,12,51,Delivered,426,51,324,3.1,11,UPI,Porter,Cloudy,High,Lunch,Express,WELCOME100,Flat,,Customer Unavailable
O002147,C00152,K026,R0282,2026-03-31,15,17,Delivered,1271,191,875,5.0,7,Debit Card,In-House,Sunny,High,Dinner,Normal,FESTIVE20,Flat,,
O002148,C02067,K035,R0333,2026-01-29,39,15,Delivered,311,120,230,4.0,13,Cash,Dunzo,Cloudy,Medium,Evening,Express,NONE,Percentage,Ingredient Delay,
O002149,C00423,K029,R0284,2026-11-25,38,37,Delivered,200,104,146,3.8,6,Wallet,In-House,Sunny,Low,Breakfast,Express,FIRST50,Percentage,Staff Shortage,Traffic
O002150,C02802,K035,R0392,2025-09-02,15,41,Delivered,366,97,278,4.5,8,Debit Card,Shadowfax,Sunny,Medium,Dinner,Express,WELCOME100,Percentage,,Customer Unavailable
O002151,C02763,K009,R0158,2025-05-08,28,52,Delivered,485,1,299,4.6,4,Cash,Shadowfax,Sunny,High,Dinner,Express,FESTIVE20,No Discount,Staff Shortage,Rider Delay
O002152,C01034,K026,R0214,2026-02-22,32,31,Delivered,1111,97,701,4.1,7,Cash,In-House,Cloudy,Low,Evening,Express,FIRST50,No Discount,Staff Shortage,Traffic
O002153,C00131,K014,R0318,2025-07-17,36,34,Delivered,483,197,273,4.9,11,Credit Card,Shadowfax,Rainy,Medium,Lunch,Normal,FIRST50,No Discount,High Order Volume,Customer Unavailable
O002154,C02236,K046,R0205,2025-03-01,37,54,Delivered,644,110,490,3.1,11,Debit Card,Dunzo,Rainy,High,Evening,Normal,FESTIVE20,Flat,High Order Volume,Customer Unavailable
O002155,C02642,K048,R0461,2025-01-12,25,39,Delivered,409,34,255,4.2,13,Cash,In-House,Sunny,Low,Lunch,Normal,WELCOME100,Percentage,,Rider Delay
O002156,C00569,K004,R0091,2025-05-02,33,35,Delivered,549,80,435,3.5,4,UPI,Shadowfax,Sunny,Low,Dinner,Normal,WELCOME100,No Discount,Staff Shortage,Rider Delay
O002157,C00581,K044,R0260,2026-09-27,25,60,Delivered,322,94,254,4.7,14,Credit Card,Porter,Rainy,High,Evening,Express,WELCOME100,Percentage,,Heavy Rain
O002158,C00395,K046,R0108,2026-11-27,13,45,Cancelled,1231,119,699,4.4,5,UPI,In-House,Sunny,High,Evening,Normal,FIRST50,Percentage,,Heavy Rain
O002159,C01236,K012,R0327,2025-10-02,14,17,Delivered,1124,88,771,3.2,3,Wallet,Dunzo,Cloudy,High,Dinner,Express,FIRST50,No Discount,,
O002160,C01114,K022,R0133,2025-08-14,18,26,Delivered,458,87,348,4.6,13,Credit Card,Dunzo,Cloudy,Low,Breakfast,Express,SAVE50,Percentage,,
O002161,C00275,K030,R0422,2026-02-23,15,52,Delivered,827,165,617,4.7,8,Wallet,Shadowfax,Rainy,High,Breakfast,Normal,NONE,Flat,,Rider Delay
O002162,C01723,K012,R0096,2025-02-20,37,37,Delivered,666,157,523,3.1,5,Credit Card,In-House,Rainy,Low,Evening,Normal,SAVE50,Flat,Ingredient Delay,Rider Delay
O002163,C01790,K007,R0456,2025-01-21,32,44,Delivered,434,33,342,5.0,14,Cash,Porter,Rainy,Medium,Breakfast,Express,FIRST50,No Discount,Equipment Issue,Rider Delay
O002164,C02490,K025,R0361,2025-01-26,20,54,Delivered,1436,72,1016,3.1,3,Credit Card,Shadowfax,Sunny,Low,Dinner,Normal,WELCOME100,No Discount,,Traffic
O002165,C01717,K037,R0268,2025-01-04,21,31,Delivered,203,104,124,4.2,7,Wallet,Dunzo,Cloudy,Low,Dinner,Express,FIRST50,No Discount,,Traffic
O002166,C01205,K038,R0287,2026-03-25,19,55,Delivered,755,142,447,3.8,15,UPI,Porter,Sunny,Medium,Breakfast,Express,NONE,Percentage,,Customer Unavailable
O002167,C02470,K033,R0277,2025-08-07,21,59,Delivered,1171,156,878,3.9,9,Debit Card,In-House,Sunny,Low,Dinner,Normal,SAVE50,No Discount,,Heavy Rain
O002168,C02837,K011,R0251,2026-02-11,21,32,Delivered,792,88,450,4.7,8,Cash,Porter,Sunny,Low,Evening,Express,WELCOME100,No Discount,,Customer Unavailable
O002169,C01243,K016,R0213,2025-08-07,35,52,Delivered,455,150,353,3.2,8,Debit Card,Porter,Sunny,Low,Dinner,Express,SAVE50,Flat,Staff Shortage,Heavy Rain
O002170,C00871,K017,R0305,2025-06-11,31,20,Delivered,1303,46,762,4.9,10,Wallet,In-House,Rainy,Medium,Breakfast,Express,FESTIVE20,No Discount,Ingredient Delay,
O002171,C01352,K034,R0239,2026-05-29,25,41,Delivered,687,128,468,3.3,3,Wallet,Porter,Cloudy,Medium,Evening,Normal,SAVE50,Flat,,Traffic
O002172,C00857,K041,R0437,2025-05-08,18,41,Delivered,1454,184,972,4.0,5,UPI,Porter,Sunny,Medium,Breakfast,Express,NONE,No Discount,,Customer Unavailable
O002173,C02043,K036,R0235,2025-05-23,29,40,Delivered,487,136,338,4.6,8,Credit Card,In-House,Sunny,High,Evening,Express,FESTIVE20,Flat,Staff Shortage,Heavy Rain
O002174,C00238,K046,R0090,2026-07-30,19,41,Delivered,879,185,646,4.8,13,Credit Card,Shadowfax,Sunny,Low,Breakfast,Express,FIRST50,Percentage,,Traffic
O002175,C02750,K019,R0391,2026-09-02,35,47,Delivered,1459,40,1048,3.9,5,Debit Card,Dunzo,Sunny,Low,Lunch,Express,WELCOME100,Percentage,Ingredient Delay,Rider Delay
O002176,C00204,K045,R0079,2026-10-26,14,59,Delivered,1465,40,1043,3.7,15,Debit Card,Dunzo,Cloudy,Medium,Lunch,Normal,NONE,Flat,,Heavy Rain
O002177,C01688,K044,R0067,2025-09-07,19,17,Delivered,1007,25,642,5.0,9,UPI,Shadowfax,Rainy,Medium,Evening,Express,WELCOME100,Percentage,,
O002178,C02506,K017,R0397,2025-08-01,10,56,Delivered,1033,131,618,4.4,5,UPI,Shadowfax,Rainy,High,Breakfast,Normal,FIRST50,Flat,,Traffic
O002179,C01689,K001,R0211,2026-11-18,14,23,Cancelled,902,161,586,4.6,15,Credit Card,Porter,Rainy,High,Dinner,Express,FESTIVE20,Percentage,,Rider Delay
O002180,C00368,K015,R0149,2026-12-18,33,42,Delivered,1266,80,738,4.7,4,Debit Card,Shadowfax,Rainy,Low,Dinner,Express,WELCOME100,Percentage,Equipment Issue,Traffic
O002181,C02234,K010,R0182,2025-07-23,32,50,Delivered,793,116,487,4.6,6,Cash,In-House,Cloudy,Low,Evening,Normal,NONE,Flat,Ingredient Delay,Traffic
O002182,C00010,K002,R0370,2026-09-23,38,59,Delivered,1332,128,952,4.9,13,UPI,Shadowfax,Rainy,Medium,Dinner,Express,WELCOME100,Percentage,High Order Volume,Traffic
O002183,C02738,K039,R0238,2026-02-27,12,60,Delivered,1244,81,723,3.5,8,UPI,Dunzo,Rainy,Medium,Evening,Express,SAVE50,Percentage,,Rider Delay
O002184,C01830,K047,R0322,2026-05-07,10,31,Delivered,1047,56,595,3.8,2,Credit Card,In-House,Cloudy,Medium,Evening,Normal,FESTIVE20,Flat,,Customer Unavailable
O002185,C02868,K048,R0491,2026-01-13,40,26,Delivered,1155,161,851,4.1,2,Credit Card,Dunzo,Cloudy,Low,Breakfast,Express,FIRST50,No Discount,Staff Shortage,
O002186,C02698,K017,R0498,2025-04-12,29,40,Delivered,1183,133,871,4.3,12,Credit Card,Shadowfax,Cloudy,Low,Breakfast,Normal,SAVE50,Flat,High Order Volume,Customer Unavailable
O002187,C01530,K031,R0094,2025-03-29,30,45,Delivered,1114,21,746,3.2,12,Debit Card,Shadowfax,Rainy,Low,Dinner,Express,NONE,Percentage,Staff Shortage,Traffic
O002188,C02314,K031,R0038,2025-06-10,12,48,Delivered,974,131,723,3.6,13,Cash,Shadowfax,Cloudy,Medium,Evening,Express,WELCOME100,No Discount,,Customer Unavailable
O002189,C00414,K015,R0213,2025-02-17,17,47,Delivered,557,109,320,4.8,11,Cash,In-House,Sunny,Low,Evening,Express,FESTIVE20,No Discount,,Customer Unavailable
O002190,C02311,K025,R0171,2025-04-22,28,59,Delivered,1304,12,746,4.7,12,Debit Card,In-House,Sunny,High,Evening,Express,FIRST50,Flat,High Order Volume,Rider Delay
O002191,C01865,K042,R0010,2026-05-25,37,20,Delivered,1251,30,927,4.3,6,UPI,Shadowfax,Sunny,Low,Evening,Express,NONE,No Discount,Equipment Issue,
O002192,C00015,K004,R0235,2026-06-14,31,25,Delivered,704,185,453,4.8,2,Debit Card,Shadowfax,Sunny,High,Evening,Normal,WELCOME100,Flat,Staff Shortage,
O002193,C00804,K006,R0436,2025-01-12,28,48,Delivered,1065,142,725,4.8,13,Wallet,Porter,Rainy,Medium,Lunch,Normal,SAVE50,Flat,High Order Volume,Rider Delay
O002194,C02448,K044,R0429,2025-01-10,32,41,Delivered,775,80,477,3.3,12,Credit Card,Dunzo,Cloudy,Medium,Dinner,Normal,SAVE50,Percentage,High Order Volume,Traffic
O002195,C02122,K035,R0048,2026-04-10,19,39,Delivered,1087,181,607,4.7,10,Debit Card,Porter,Sunny,Medium,Lunch,Normal,FESTIVE20,Flat,,Customer Unavailable
O002196,C00920,K023,R0436,2026-03-21,34,18,Delivered,214,27,126,3.2,8,Cash,In-House,Rainy,Low,Evening,Normal,FIRST50,No Discount,Equipment Issue,
O002197,C02300,K028,R0136,2026-03-16,23,45,Cancelled,737,93,423,3.9,9,Credit Card,In-House,Sunny,High,Dinner,Normal,FESTIVE20,Percentage,,Traffic
O002198,C00194,K024,R0053,2026-02-01,30,59,Delivered,1002,141,702,3.2,6,Debit Card,Shadowfax,Rainy,High,Evening,Express,FESTIVE20,No Discount,Equipment Issue,Traffic
O002199,C00005,K002,R0333,2025-10-02,34,37,Delivered,505,16,357,4.6,6,Wallet,In-House,Sunny,Low,Dinner,Express,SAVE50,Percentage,Staff Shortage,Traffic
O002200,C00277,K017,R0333,2025-09-11,23,25,Delivered,402,189,232,3.4,3,Credit Card,Shadowfax,Cloudy,Medium,Dinner,Express,SAVE50,Percentage,,
O002201,C01880,K050,R0095,2026-04-04,32,39,Delivered,1342,153,1018,3.8,15,Wallet,In-House,Cloudy,Low,Lunch,Normal,FIRST50,Flat,Equipment Issue,Traffic
O002202,C02058,K023,R0015,2026-12-25,20,23,Delivered,1333,159,840,4.1,12,Wallet,Shadowfax,Cloudy,Medium,Breakfast,Express,NONE,No Discount,,
O002203,C02496,K038,R0138,2026-05-19,10,36,Delivered,1061,187,787,4.3,14,Cash,Shadowfax,Cloudy,High,Lunch,Express,NONE,No Discount,,Heavy Rain
O002204,C02444,K025,R0477,2025-12-19,40,52,Delivered,1065,138,703,4.9,8,Cash,Dunzo,Rainy,Medium,Lunch,Normal,FIRST50,Flat,High Order Volume,Rider Delay
O002205,C02639,K022,R0192,2026-05-09,31,38,Delivered,1180,154,908,4.8,14,Debit Card,Dunzo,Cloudy,Medium,Evening,Normal,WELCOME100,No Discount,Staff Shortage,Traffic
O002206,C02354,K041,R0265,2025-09-30,36,17,Cancelled,879,2,501,3.5,2,Wallet,Porter,Sunny,Low,Breakfast,Express,NONE,No Discount,High Order Volume,Customer Unavailable
O002207,C02131,K015,R0178,2026-11-02,23,37,Delivered,1432,106,1025,4.9,10,Wallet,Porter,Rainy,Medium,Dinner,Express,SAVE50,Flat,,Rider Delay
O002208,C01402,K029,R0336,2026-11-24,28,44,Delivered,1475,20,1107,3.5,5,Wallet,In-House,Cloudy,Low,Breakfast,Express,NONE,Percentage,High Order Volume,Traffic
O002209,C00347,K002,R0081,2026-01-01,12,56,Delivered,1167,137,676,4.8,3,Wallet,In-House,Rainy,Low,Lunch,Normal,WELCOME100,Flat,,Customer Unavailable
O002210,C01768,K039,R0212,2025-02-15,16,56,Delivered,654,108,387,3.4,3,Debit Card,Porter,Rainy,High,Dinner,Normal,SAVE50,Flat,,Customer Unavailable
O002211,C02939,K029,R0341,2025-03-27,17,51,Delivered,1102,187,856,3.4,6,Cash,Dunzo,Sunny,High,Breakfast,Express,SAVE50,No Discount,,Customer Unavailable
O002212,C02182,K048,R0044,2026-06-19,21,50,Delivered,949,189,711,3.6,3,UPI,Shadowfax,Sunny,High,Breakfast,Normal,WELCOME100,Percentage,,Rider Delay
O002213,C02607,K019,R0184,2026-11-15,13,16,Delivered,1106,121,648,4.8,2,Debit Card,Dunzo,Sunny,Medium,Dinner,Normal,FIRST50,Flat,,
O002214,C01385,K045,R0176,2026-08-25,17,36,Delivered,1453,22,1070,3.5,11,Wallet,In-House,Sunny,High,Lunch,Express,WELCOME100,Flat,,Rider Delay
O002215,C00823,K029,R0047,2025-05-10,13,37,Delivered,1062,143,682,3.8,3,UPI,Porter,Rainy,Medium,Evening,Normal,SAVE50,No Discount,,Customer Unavailable
O002216,C01028,K013,R0114,2026-02-27,22,60,Delivered,960,81,693,3.4,11,Wallet,Dunzo,Rainy,Medium,Evening,Express,FIRST50,No Discount,,Rider Delay
O002217,C02336,K018,R0289,2026-08-14,20,42,Delivered,399,30,259,3.1,7,Debit Card,In-House,Rainy,Medium,Lunch,Express,WELCOME100,Flat,,Customer Unavailable
O002218,C01756,K021,R0443,2026-08-15,16,41,Cancelled,1446,167,951,3.9,11,Debit Card,Dunzo,Rainy,Low,Lunch,Express,WELCOME100,Percentage,,Traffic
O002219,C00255,K034,R0381,2025-09-22,39,29,Delivered,673,90,453,3.2,8,Cash,Dunzo,Cloudy,High,Breakfast,Normal,FESTIVE20,Percentage,High Order Volume,
O002220,C02251,K026,R0430,2026-06-07,39,41,Delivered,551,167,408,4.7,13,Debit Card,In-House,Cloudy,Low,Lunch,Express,FIRST50,Flat,Ingredient Delay,Customer Unavailable
O002221,C02437,K021,R0132,2025-06-09,38,19,Delivered,993,106,790,3.1,2,UPI,In-House,Cloudy,Low,Breakfast,Express,FESTIVE20,Flat,Ingredient Delay,
O002222,C00555,K010,R0383,2025-10-29,10,23,Delivered,230,26,174,4.4,11,Debit Card,Porter,Sunny,High,Dinner,Normal,NONE,Flat,,
O002223,C02379,K027,R0146,2025-12-30,10,34,Delivered,1259,197,892,3.6,15,Credit Card,Porter,Rainy,High,Evening,Normal,WELCOME100,Flat,,Customer Unavailable
O002224,C02300,K020,R0255,2025-05-21,25,15,Cancelled,553,60,380,4.1,7,Wallet,Dunzo,Sunny,High,Breakfast,Express,FESTIVE20,Percentage,,Rider Delay
O002225,C01004,K028,R0398,2025-01-30,14,32,Delivered,802,177,549,3.8,13,Cash,Porter,Sunny,Low,Dinner,Express,NONE,No Discount,,Rider Delay
O002226,C01395,K048,R0477,2026-03-26,29,52,Cancelled,982,87,540,3.9,14,Wallet,In-House,Rainy,Medium,Breakfast,Express,WELCOME100,Percentage,Ingredient Delay,Traffic
O002227,C02413,K041,R0494,2025-04-02,10,53,Delivered,695,139,514,4.5,2,Wallet,Shadowfax,Cloudy,Low,Lunch,Normal,FESTIVE20,Percentage,,Heavy Rain
O002228,C01710,K046,R0459,2025-03-23,33,59,Delivered,973,19,737,4.1,8,UPI,Dunzo,Rainy,Low,Lunch,Normal,SAVE50,Flat,Staff Shortage,Traffic
O002229,C02842,K022,R0104,2026-06-10,14,49,Delivered,833,10,538,3.6,15,Wallet,Dunzo,Cloudy,High,Lunch,Express,SAVE50,Flat,,Heavy Rain
O002230,C01711,K014,R0104,2026-03-12,39,33,Delivered,340,105,234,4.4,7,Cash,Dunzo,Rainy,High,Evening,Express,WELCOME100,No Discount,Staff Shortage,Rider Delay
O002231,C02370,K022,R0114,2025-05-29,34,34,Delivered,804,122,560,3.7,8,Debit Card,In-House,Rainy,High,Evening,Express,SAVE50,No Discount,Equipment Issue,Traffic
O002232,C02152,K037,R0092,2026-12-05,27,26,Delivered,1425,185,802,3.1,10,Debit Card,Shadowfax,Rainy,High,Lunch,Normal,FESTIVE20,Percentage,Ingredient Delay,
O002233,C02271,K013,R0036,2025-12-07,37,23,Delivered,414,191,313,4.1,4,Credit Card,Dunzo,Sunny,Low,Lunch,Express,WELCOME100,Percentage,Equipment Issue,
O002234,C00565,K013,R0197,2025-04-19,16,43,Delivered,873,17,646,3.5,8,Credit Card,Porter,Rainy,High,Lunch,Express,NONE,No Discount,,Rider Delay
O002235,C02396,K007,R0223,2025-03-26,11,39,Delivered,1133,5,808,4.2,11,UPI,Porter,Rainy,Medium,Evening,Normal,WELCOME100,Flat,,Rider Delay
O002236,C00452,K010,R0303,2025-07-18,11,49,Delivered,1434,192,927,3.1,3,UPI,Dunzo,Cloudy,High,Evening,Normal,FIRST50,No Discount,,Rider Delay
O002237,C01236,K013,R0448,2026-07-04,40,27,Delivered,1339,57,833,3.8,9,UPI,Porter,Rainy,Low,Dinner,Express,WELCOME100,Percentage,High Order Volume,
O002238,C01081,K023,R0192,2026-10-21,39,18,Delivered,501,26,331,3.7,5,Cash,Porter,Cloudy,High,Evening,Normal,NONE,No Discount,Equipment Issue,
O002239,C00449,K005,R0007,2025-12-30,33,50,Delivered,492,50,389,4.8,15,Wallet,In-House,Sunny,Medium,Lunch,Normal,FESTIVE20,Flat,Staff Shortage,Customer Unavailable
O002240,C00245,K010,R0267,2026-06-01,17,40,Delivered,523,73,346,3.8,9,Cash,Dunzo,Rainy,Low,Dinner,Express,NONE,Flat,,Traffic
O002241,C02077,K040,R0231,2025-08-14,21,22,Delivered,1044,44,717,3.9,14,Wallet,Shadowfax,Rainy,Medium,Dinner,Normal,FIRST50,Percentage,,
O002242,C02173,K022,R0159,2025-06-14,38,35,Cancelled,909,186,617,3.7,12,Wallet,Dunzo,Cloudy,High,Evening,Express,WELCOME100,Percentage,Equipment Issue,Rider Delay
O002243,C00012,K013,R0348,2026-08-09,24,30,Delivered,652,55,455,4.2,10,UPI,Shadowfax,Rainy,High,Lunch,Express,WELCOME100,No Discount,,
O002244,C01522,K028,R0211,2026-03-09,15,35,Delivered,359,160,252,3.6,9,Cash,Porter,Cloudy,Low,Dinner,Express,WELCOME100,No Discount,,Traffic
O002245,C01483,K023,R0392,2026-04-24,23,15,Delivered,1423,13,1073,4.1,4,UPI,In-House,Cloudy,High,Dinner,Normal,FESTIVE20,Percentage,,
O002246,C02971,K005,R0278,2025-07-24,36,23,Delivered,610,64,397,3.2,9,Credit Card,Dunzo,Rainy,High,Evening,Normal,FESTIVE20,No Discount,Staff Shortage,
O002247,C02744,K022,R0401,2025-10-01,21,37,Delivered,888,95,527,4.8,10,Credit Card,Shadowfax,Rainy,High,Dinner,Normal,SAVE50,Flat,,Rider Delay
O002248,C00687,K013,R0300,2025-09-22,35,29,Delivered,1055,197,655,3.4,8,Credit Card,Porter,Rainy,Low,Dinner,Express,WELCOME100,No Discount,Ingredient Delay,
O002249,C00724,K008,R0400,2026-11-08,11,57,Delivered,787,62,567,3.1,2,UPI,In-House,Rainy,High,Dinner,Express,FIRST50,No Discount,,Traffic
O002250,C02705,K040,R0177,2025-07-26,17,16,Delivered,251,71,165,4.6,11,Debit Card,Dunzo,Rainy,High,Breakfast,Express,SAVE50,No Discount,,
O002251,C01571,K048,R0396,2025-01-12,39,18,Delivered,360,18,208,3.3,8,Credit Card,Porter,Rainy,High,Evening,Normal,SAVE50,Flat,Staff Shortage,
O002252,C02403,K010,R0302,2026-07-19,28,43,Delivered,351,126,226,4.4,9,Credit Card,Dunzo,Sunny,Low,Evening,Express,FESTIVE20,Percentage,Staff Shortage,Customer Unavailable
O002253,C02621,K023,R0448,2026-10-26,35,52,Delivered,1403,88,882,4.8,12,Wallet,Shadowfax,Rainy,Low,Dinner,Express,FIRST50,No Discount,Ingredient Delay,Customer Unavailable
O002254,C00539,K017,R0458,2025-09-25,16,40,Delivered,1363,89,763,4.2,11,Wallet,Porter,Rainy,Medium,Evening,Normal,FESTIVE20,No Discount,,Customer Unavailable
O002255,C01950,K035,R0315,2026-04-05,34,34,Delivered,652,50,515,3.6,4,UPI,Dunzo,Sunny,Medium,Evening,Express,FIRST50,Percentage,Equipment Issue,Customer Unavailable
O002256,C01801,K010,R0493,2025-12-28,37,47,Delivered,574,192,408,3.1,4,Credit Card,Shadowfax,Cloudy,Medium,Lunch,Express,SAVE50,No Discount,High Order Volume,Heavy Rain
O002257,C02460,K028,R0337,2026-01-02,16,17,Delivered,338,85,240,4.9,14,Cash,In-House,Cloudy,High,Evening,Normal,SAVE50,No Discount,,
O002258,C00752,K022,R0272,2025-06-13,35,31,Cancelled,236,198,187,4.8,7,Debit Card,Porter,Sunny,Low,Breakfast,Normal,FIRST50,Percentage,Staff Shortage,Traffic
O002259,C02148,K017,R0200,2025-12-13,33,16,Delivered,1153,23,661,4.6,2,Cash,Dunzo,Cloudy,Medium,Evening,Express,NONE,No Discount,Ingredient Delay,
O002260,C00504,K022,R0131,2025-02-20,33,15,Delivered,554,2,338,3.8,12,Credit Card,Dunzo,Sunny,Low,Dinner,Express,WELCOME100,Percentage,Equipment Issue,
O002261,C02079,K032,R0086,2025-11-14,16,17,Delivered,1229,163,912,3.4,3,Cash,In-House,Rainy,High,Breakfast,Express,FIRST50,Percentage,,
O002262,C02791,K029,R0258,2026-10-18,23,44,Delivered,500,129,313,3.6,5,Wallet,Dunzo,Rainy,Medium,Breakfast,Express,WELCOME100,Percentage,,Customer Unavailable
O002263,C02765,K023,R0018,2025-05-31,12,53,Delivered,1045,170,700,4.0,12,Credit Card,Porter,Rainy,High,Breakfast,Normal,FIRST50,Flat,,Customer Unavailable
O002264,C00681,K022,R0396,2026-10-09,27,38,Delivered,1303,66,986,3.9,14,Credit Card,Porter,Cloudy,Low,Dinner,Express,FIRST50,Percentage,Staff Shortage,Customer Unavailable
O002265,C02051,K045,R0146,2025-06-01,17,16,Delivered,1114,133,642,3.0,4,UPI,Dunzo,Rainy,High,Breakfast,Express,FIRST50,Percentage,,
